"from","to","distance_rule_km"
"Le Secche","Peiro Signado",650
"Le Secche","Arene Candide I",650
"Le Secche","Grotta Pollera",650
"Le Secche","Basi I",650
"Renaghju","Peiro Signado",650
"Renaghju","Arene Candide I",650
"Renaghju","Grotta Pollera",650
"Renaghju","Le Secche",650
"Renaghju","Basi I",650
"Monte Arci","Renaghju",650
