"sites","Network","Rank","Degree","Betweenness","Closeness","Harmonic","Eigenvector","Rule_set","Distance_km","Allowed_connections"
"Torre Sabea","Rule_B_250km",1,1,0,0.529411764705882,0.147058823529412,4.89779135677745e-17,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Kargadur","Rule_B_250km",1,0,0,NA,0,7.65279899496476e-19,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Rio Tana","Rule_B_250km",1,2,0,0.482758620689655,0.223039215686274,0.428659986947177,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Scamuso I","Rule_B_250km",1,1,0,0.529411764705882,0.147058823529412,1.22444783919436e-17,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_B_250km",1,0,0,NA,0,7.65279899496476e-19,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasano","Rule_B_250km",1,1,0,0.529411764705882,0.147058823529412,4.89779135677745e-17,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_B_250km",1,0,0,NA,0,7.65279899496476e-19,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_B_250km",1,1,0,0.529411764705882,0.147058823529412,0,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_B_250km",1,0,0,NA,0,7.65279899496476e-19,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_B_250km",1,2,0,0.482758620689655,0.223039215686274,0.428659986947177,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_B_250km",1,1,0,0.424242424242424,0.199509803921569,0.229468957138432,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Secche","Rule_B_250km",2,8,0.072192513368984,0.666666666666667,0.318627450980392,0.868052185762882,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Basi I","Rule_B_250km",1,2,0.0427807486631016,0.466666666666667,0.215686274509804,0.21091422647115,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasanello I","Rule_B_250km",1,1,0,0.529411764705882,0.147058823529412,0,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palata 1","Rule_B_250km",1,1,0,0.424242424242424,0.199509803921569,0.229468957138432,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_B_250km",1,2,0,0.482758620689655,0.223039215686274,0.428659986947177,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_B_250km",1,2,0,0.482758620689655,0.223039215686274,0.428659986947177,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_B_250km",3,11,0.0953654188948307,0.7,0.355392156862745,1,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_B_250km",1,2,0,0.482758620689655,0.223039215686274,0.428659986947177,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_B_250km",1,0,0,NA,0,7.65279899496476e-19,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Renaghju","Rule_B_250km",2,2,0.0231729055258467,0.341463414634146,0.17156862745098,0.0510883773064448,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Monte Arci","Rule_B_250km",4,1,0,0.259259259259259,0.128921568627451,0.0117231966624047,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Lipari","Rule_B_250km",4,1,0,0.529411764705882,0.147058823529412,7.34668703516617e-17,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palmarola","Rule_B_250km",4,2,0,0.482758620689655,0.223039215686274,0.428659986947177,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_B_300km",2,14,0.343137254901961,0.434782608695652,0.55735294117647,0.543829829986667,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_B_300km",1,1,0,0.306122448979592,0.330672268907563,0.104909705729134,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Susac Poje","Rule_B_300km",1,1,0,0.365853658536585,0.368627450980392,0.192909068139396,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Favella","Rule_B_300km",1,1,0,0.306122448979592,0.330672268907563,0.104909705729134,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_B_300km",1,0,0,NA,0,0,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_B_300km",1,0,0,NA,0,0,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_B_300km",1,2,0.0325948561242679,0.454545454545455,0.439705882352941,0.29781877386853,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Terragne","Rule_B_300km",1,1,0,0.306122448979592,0.330672268907563,0.104909705729134,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_B_300km",1,2,0.0325948561242679,0.454545454545455,0.439705882352941,0.29781877386853,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_B_300km",1,1,0,0.306122448979592,0.330672268907563,0.104909705729134,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Ripatetta","Rule_B_300km",1,2,0.0325948561242679,0.454545454545455,0.439705882352941,0.29781877386853,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_B_300km",1,1,0,0.306122448979592,0.330672268907563,0.104909705729134,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Kargadur","Rule_B_300km",1,0,0,NA,0,0,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Rio Tana","Rule_B_300km",1,2,0,0.394736842105263,0.401960784313726,0.314770845055619,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Scamuso I","Rule_B_300km",1,2,0.0325948561242679,0.454545454545455,0.439705882352941,0.29781877386853,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_B_300km",1,2,0.0481283422459893,0.32967032967033,0.352450980392157,0.132071515837198,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasano","Rule_B_300km",1,2,0.0325948561242679,0.454545454545455,0.439705882352941,0.29781877386853,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_B_300km",1,0,0,NA,0,0,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_B_300km",1,1,0,0.306122448979592,0.330672268907563,0.104909705729134,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_B_300km",1,1,0,0.315789473684211,0.325490196078431,0.121861776916223,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_B_300km",1,2,0,0.394736842105263,0.401960784313726,0.314770845055619,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_B_300km",1,1,0,0.365853658536585,0.368627450980392,0.192909068139396,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Secche","Rule_B_300km",2,10,0.244206773618538,0.454545454545455,0.526960784313726,0.631705798444716,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Basi I","Rule_B_300km",1,2,0.0481283422459893,0.32967032967033,0.352450980392157,0.132071515837198,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasanello I","Rule_B_300km",1,2,0.0325948561242679,0.454545454545455,0.439705882352941,0.29781877386853,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palata 1","Rule_B_300km",1,2,0.0325948561242679,0.454545454545455,0.439705882352941,0.29781877386853,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_B_300km",1,2,0,0.394736842105263,0.401960784313726,0.314770845055619,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_B_300km",1,2,0,0.394736842105263,0.401960784313726,0.314770845055619,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_B_300km",3,17,0.502673796791444,0.566037735849057,0.644607843137255,1,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_B_300km",1,2,0,0.394736842105263,0.401960784313726,0.314770845055619,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_B_300km",1,1,0,0.365853658536585,0.368627450980392,0.192909068139396,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Renaghju","Rule_B_300km",2,3,0.0525846702317291,0.258620689655172,0.295098039215686,0.0529251373170144,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Monte Arci","Rule_B_300km",4,1,0,0.206896551724138,0.220588235294118,0.0102097389209748,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Lipari","Rule_B_300km",4,1,0,0.306122448979592,0.330672268907563,0.104909705729134,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palmarola","Rule_B_300km",4,2,0,0.394736842105263,0.401960784313726,0.314770845055619,"Rule_B",300,"4-3, 4-2, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_B_350km",2,15,0.259358288770053,0.457142857142857,0.600490196078431,0.576466800888173,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_B_350km",1,2,0.0137741046831956,0.477611940298507,0.475490196078431,0.270037348493097,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Susac Poje","Rule_B_350km",1,1,0,0.415584415584416,0.426470588235294,0.171292759442164,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Favella","Rule_B_350km",1,2,0.0137741046831956,0.477611940298507,0.475490196078431,0.270037348493096,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_B_350km",1,0,0,NA,0,0,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_B_350km",1,0,0,NA,0,0,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_B_350km",1,2,0.0137741046831956,0.477611940298507,0.475490196078431,0.270037348493096,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Terragne","Rule_B_350km",1,1,0,0.316831683168317,0.355392156862745,0.098744589050932,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_B_350km",1,2,0.0137741046831956,0.477611940298507,0.475490196078431,0.270037348493096,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_B_350km",1,2,0.0137741046831956,0.477611940298507,0.475490196078431,0.270037348493096,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Ripatetta","Rule_B_350km",1,2,0.0137741046831956,0.477611940298507,0.475490196078431,0.270037348493096,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_B_350km",1,1,0,0.316831683168317,0.355392156862745,0.098744589050932,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Kargadur","Rule_B_350km",1,1,0,0.415584415584416,0.426470588235294,0.171292759442164,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Rio Tana","Rule_B_350km",1,2,0,0.444444444444444,0.46078431372549,0.263440725919715,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Scamuso I","Rule_B_350km",1,2,0.0137741046831956,0.477611940298507,0.475490196078431,0.270037348493096,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_B_350km",1,2,0.0011883541295306,0.351648351648352,0.383823529411765,0.12403604546368,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasano","Rule_B_350km",1,2,0.0137741046831956,0.477611940298507,0.475490196078431,0.270037348493096,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_B_350km",1,1,0,0.415584415584416,0.426470588235294,0.171292759442164,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_B_350km",1,1,0,0.316831683168317,0.355392156862745,0.098744589050932,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_B_350km",1,2,0.0011883541295306,0.351648351648352,0.383823529411765,0.12403604546368,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_B_350km",1,3,0.0207961972667855,0.457142857142857,0.480392156862745,0.295328804905845,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_B_350km",1,2,0.0137741046831956,0.477611940298507,0.475490196078431,0.270037348493096,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Secche","Rule_B_350km",2,11,0.209150326797386,0.516129032258065,0.598039215686274,0.537955992872332,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Basi I","Rule_B_350km",1,2,0.0011883541295306,0.351648351648352,0.383823529411765,0.12403604546368,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasanello I","Rule_B_350km",1,2,0.0137741046831956,0.477611940298507,0.475490196078431,0.270037348493096,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palata 1","Rule_B_350km",1,2,0.0137741046831956,0.477611940298507,0.475490196078431,0.270037348493096,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_B_350km",1,2,0,0.444444444444444,0.46078431372549,0.263440725919716,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_B_350km",1,2,0,0.444444444444444,0.46078431372549,0.263440725919716,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_B_350km",3,22,0.616458704693999,0.695652173913043,0.774509803921568,1,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_B_350km",1,2,0,0.444444444444444,0.46078431372549,0.263440725919715,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_B_350km",1,1,0,0.415584415584416,0.426470588235294,0.171292759442164,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Renaghju","Rule_B_350km",2,6,0.0130718954248366,0.351648351648352,0.423039215686275,0.186161277861228,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Monte Arci","Rule_B_350km",4,2,0.0011883541295306,0.351648351648352,0.383823529411765,0.12403604546368,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Lipari","Rule_B_350km",4,1,0,0.316831683168317,0.355392156862745,0.098744589050932,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palmarola","Rule_B_350km",4,3,0.0207961972667855,0.457142857142857,0.480392156862745,0.295328804905845,"Rule_B",350,"4-3, 4-2, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_B_400km",2,17,0.240641711229947,0.542372881355932,0.661764705882352,0.598626773953093,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_B_400km",1,2,0.00406437084637777,0.484848484848485,0.480392156862745,0.240329011108473,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Susac Poje","Rule_B_400km",1,1,0,0.432432432432432,0.438725490196079,0.150334659111324,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Favella","Rule_B_400km",1,2,0.00406437084637777,0.484848484848485,0.480392156862745,0.240329011108473,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_B_400km",1,0,0,NA,0,1.02388553699667e-19,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_B_400km",1,0,0,NA,0,1.02388553699667e-19,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_B_400km",1,2,0.00406437084637777,0.484848484848485,0.480392156862745,0.240329011108473,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Terragne","Rule_B_400km",1,2,0.00406437084637777,0.484848484848485,0.480392156862745,0.240329011108473,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_B_400km",1,2,0.00406437084637777,0.484848484848485,0.480392156862745,0.240329011108473,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_B_400km",1,2,0.00406437084637777,0.484848484848485,0.480392156862745,0.240329011108473,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Ripatetta","Rule_B_400km",1,3,0.0155983962212336,0.524590163934426,0.514705882352941,0.333696756524955,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_B_400km",1,1,0,0.355555555555556,0.382352941176471,0.0899943519971496,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Kargadur","Rule_B_400km",1,2,0,0.463768115942029,0.473039215686275,0.243702404527805,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Rio Tana","Rule_B_400km",1,3,0.0155983962212336,0.524590163934426,0.514705882352941,0.333696756524955,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Scamuso I","Rule_B_400km",1,2,0.00406437084637777,0.484848484848485,0.480392156862745,0.240329011108473,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_B_400km",1,2,0.000198059021588433,0.385542168674699,0.404411764705883,0.160636460117893,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasano","Rule_B_400km",1,2,0.00406437084637777,0.484848484848485,0.480392156862745,0.240329011108473,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_B_400km",1,1,0,0.432432432432432,0.438725490196079,0.150334659111324,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_B_400km",1,1,0,0.355555555555556,0.382352941176471,0.0899943519971496,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_B_400km",1,2,0.000198059021588433,0.385542168674699,0.404411764705883,0.160636460117893,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_B_400km",1,3,0.000198059021588433,0.470588235294118,0.487745098039216,0.310971119229217,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_B_400km",1,2,0.00406437084637777,0.484848484848485,0.480392156862745,0.240329011108473,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Secche","Rule_B_400km",2,13,0.151357869350949,0.592592592592593,0.647058823529412,0.621066000138678,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Basi I","Rule_B_400km",1,2,0.000198059021588433,0.385542168674699,0.404411764705883,0.160636460117893,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasanello I","Rule_B_400km",1,2,0.00406437084637777,0.484848484848485,0.480392156862745,0.240329011108473,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palata 1","Rule_B_400km",1,2,0.00406437084637777,0.484848484848485,0.480392156862745,0.240329011108473,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_B_400km",1,3,0.000198059021588433,0.470588235294118,0.487745098039216,0.310971119229217,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_B_400km",1,3,0.000198059021588433,0.470588235294118,0.487745098039216,0.310971119229216,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_B_400km",3,24,0.512535971013479,0.744186046511628,0.808823529411765,1,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_B_400km",1,2,0,0.463768115942029,0.473039215686275,0.243702404527805,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_B_400km",1,1,0,0.432432432432432,0.438725490196079,0.150334659111324,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Renaghju","Rule_B_400km",2,9,0.0849673202614379,0.551724137931034,0.588235294117647,0.447459788042616,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Monte Arci","Rule_B_400km",4,2,0.000198059021588433,0.385542168674699,0.404411764705883,0.160636460117893,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Lipari","Rule_B_400km",4,1,0,0.355555555555556,0.382352941176471,0.0899943519971496,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palmarola","Rule_B_400km",4,4,0.0312450589267198,0.533333333333333,0.529411764705882,0.400965471226366,"Rule_B",400,"4-3, 4-2, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_B_450km",2,20,0.186720142602496,0.680851063829787,0.75,0.704865335463266,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_B_450km",1,2,0,0.492307692307692,0.485294117647059,0.214748842581791,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Susac Poje","Rule_B_450km",1,2,0,0.492307692307692,0.485294117647059,0.214748842581791,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Favella","Rule_B_450km",1,2,0,0.492307692307692,0.485294117647059,0.214748842581791,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_B_450km",1,0,0,NA,0,0,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_B_450km",1,0,0,NA,0,0,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_B_450km",1,2,0,0.492307692307692,0.485294117647059,0.214748842581791,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Terragne","Rule_B_450km",1,2,0,0.492307692307692,0.485294117647059,0.214748842581791,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_B_450km",1,3,0.0014815843692849,0.524590163934426,0.514705882352941,0.293954372368001,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_B_450km",1,2,0,0.492307692307692,0.485294117647059,0.214748842581791,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Ripatetta","Rule_B_450km",1,3,0.0014815843692849,0.524590163934426,0.514705882352941,0.293954372368001,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_B_450km",1,2,0,0.492307692307692,0.485294117647059,0.214748842581791,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Kargadur","Rule_B_450km",1,2,0,0.507936507936508,0.495098039215686,0.205167878902445,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Rio Tana","Rule_B_450km",1,4,0.00350718799916661,0.533333333333333,0.529411764705882,0.349401912497816,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Scamuso I","Rule_B_450km",1,2,0,0.492307692307692,0.485294117647059,0.214748842581791,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_B_450km",1,2,0.000162048290390536,0.415584415584416,0.428921568627451,0.134653069916025,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasano","Rule_B_450km",1,2,0,0.492307692307692,0.485294117647059,0.214748842581791,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_B_450km",1,2,0,0.507936507936508,0.495098039215686,0.205167878902445,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_B_450km",1,1,0,0.41025641025641,0.419117647058824,0.088786493465556,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_B_450km",1,2,0.000162048290390536,0.415584415584416,0.428921568627451,0.134653069916024,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_B_450km",1,3,0.000162048290390536,0.516129032258065,0.509803921568627,0.26061541903226,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_B_450km",1,3,0.0014815843692849,0.524590163934426,0.514705882352941,0.293954372368001,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Secche","Rule_B_450km",2,17,0.154310484524388,0.666666666666667,0.715686274509804,0.62880321256252,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Basi I","Rule_B_450km",1,3,0.000162048290390536,0.516129032258065,0.509803921568627,0.260615419032259,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasanello I","Rule_B_450km",1,2,0,0.492307692307692,0.485294117647059,0.214748842581791,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palata 1","Rule_B_450km",1,2,0,0.492307692307692,0.485294117647059,0.214748842581791,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_B_450km",1,3,0.000162048290390536,0.516129032258065,0.509803921568627,0.26061541903226,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_B_450km",1,4,0.00350718799916661,0.533333333333333,0.529411764705882,0.349401912497816,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_B_450km",3,28,0.47810611848045,0.888888888888889,0.882352941176471,1,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_B_450km",1,3,0.000162048290390536,0.516129032258065,0.509803921568627,0.260615419032259,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_B_450km",1,2,0,0.507936507936508,0.495098039215686,0.205167878902445,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Renaghju","Rule_B_450km",2,11,0.0720709771511911,0.592592592592593,0.627450980392157,0.440191378763892,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
