"sites","Network","Rank","Degree","Betweenness","Closeness","Harmonic","Eigenvector","Rule_set","Distance_km","Allowed_connections"
"Rio Tana","Rule_A_350km",1,2,0,0.454545454545455,0.438725490196078,0.254917245110763,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Scamuso I","Rule_A_350km",1,2,0.0103710905849943,0.483870967741935,0.450980392156863,0.279808133862988,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_A_350km",1,2,0.0018716577540107,0.352941176470588,0.358333333333333,0.0967957738585007,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Trasano","Rule_A_350km",1,2,0.0103710905849943,0.483870967741935,0.450980392156863,0.279808133862988,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_A_350km",1,1,0,0.428571428571429,0.409313725490196,0.175438129629302,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_A_350km",1,1,0,0.319148936170213,0.334803921568627,0.104370004233686,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_A_350km",1,2,0.0018716577540107,0.352941176470588,0.358333333333333,0.0967957738585007,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_A_350km",1,3,0.0407308377896613,0.46875,0.458333333333333,0.272233903487803,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_A_350km",1,2,0.0103710905849943,0.483870967741935,0.450980392156863,0.279808133862988,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Le Secche","Rule_A_350km",2,9,0.153654188948307,0.517241379310345,0.54656862745098,0.453032163814102,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Basi I","Rule_A_350km",1,2,0.0018716577540107,0.352941176470588,0.358333333333333,0.0967957738585007,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Trasanello I","Rule_A_350km",1,2,0.0103710905849943,0.483870967741935,0.450980392156863,0.279808133862988,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Palata 1","Rule_A_350km",1,2,0.0103710905849943,0.483870967741935,0.450980392156863,0.279808133862988,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_A_350km",1,2,0,0.454545454545455,0.438725490196078,0.254917245110764,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_A_350km",1,2,0,0.454545454545455,0.438725490196078,0.254917245110764,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_A_350km",3,22,0.567379679144385,0.731707317073171,0.75,1,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_A_350km",1,2,0,0.454545454545455,0.438725490196078,0.254917245110764,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_A_350km",1,1,0,0.428571428571429,0.409313725490196,0.175438129629302,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Renaghju","Rule_A_350km",2,4,0.0053475935828877,0.344827586206897,0.368137254901961,0.0987052154148528,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Monte Arci","Rule_A_350km",4,0,0,NA,0,1.87125906178587e-19,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Lipari","Rule_A_350km",4,0,0,NA,0,1.87125906178587e-19,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Palmarola","Rule_A_350km",4,1,0,0.428571428571429,0.409313725490196,0.175438129629302,"Rule_A",350,"4-3, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_A_400km",2,15,0.170825906120024,0.517241379310345,0.598039215686274,0.561183175465337,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_A_400km",1,2,0.00425065130947484,0.491803278688525,0.455882352941177,0.246419822908499,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Susac Poje","Rule_A_400km",1,1,0,0.447761194029851,0.42156862745098,0.157841710557154,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Favella","Rule_A_400km",1,2,0.00425065130947484,0.491803278688525,0.455882352941177,0.246419822908499,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_A_400km",1,0,0,NA,0,3.89454919127548e-19,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_A_400km",1,0,0,NA,0,3.89454919127548e-19,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_A_400km",1,2,0.00425065130947484,0.491803278688525,0.455882352941177,0.246419822908499,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Terragne","Rule_A_400km",1,2,0.00425065130947484,0.491803278688525,0.455882352941177,0.246419822908499,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_A_400km",1,2,0.00425065130947484,0.491803278688525,0.455882352941177,0.246419822908499,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_A_400km",1,2,0.00425065130947484,0.491803278688525,0.455882352941177,0.246419822908499,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Ripatetta","Rule_A_400km",1,3,0.0167283696695461,0.526315789473684,0.485294117647059,0.333789920157094,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_A_400km",1,1,0,0.344827586206897,0.350490196078431,0.0885781123513446,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Kargadur","Rule_A_400km",1,2,0,0.476190476190476,0.450980392156863,0.24521180780575,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Rio Tana","Rule_A_400km",1,3,0.0167283696695461,0.526315789473684,0.485294117647059,0.333789920157094,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Scamuso I","Rule_A_400km",1,2,0.00425065130947484,0.491803278688525,0.455882352941177,0.246419822908499,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_A_400km",1,2,0.000254647313470843,0.384615384615385,0.377450980392157,0.145889689921156,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Trasano","Rule_A_400km",1,2,0.00425065130947484,0.491803278688525,0.455882352941177,0.246419822908499,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_A_400km",1,1,0,0.447761194029851,0.42156862745098,0.157841710557154,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_A_400km",1,1,0,0.344827586206897,0.350490196078431,0.0885781123513446,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_A_400km",1,2,0.000254647313470843,0.384615384615385,0.377450980392157,0.145889689921156,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_A_400km",1,3,0.000254647313470843,0.483870967741935,0.465686274509804,0.30373140047831,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_A_400km",1,2,0.00425065130947484,0.491803278688525,0.455882352941177,0.246419822908499,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Le Secche","Rule_A_400km",2,11,0.112002376708259,0.588235294117647,0.593137254901961,0.553529842905235,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Basi I","Rule_A_400km",1,2,0.000254647313470843,0.384615384615385,0.377450980392157,0.145889689921156,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Trasanello I","Rule_A_400km",1,2,0.00425065130947484,0.491803278688525,0.455882352941177,0.246419822908499,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Palata 1","Rule_A_400km",1,2,0.00425065130947484,0.491803278688525,0.455882352941177,0.246419822908499,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_A_400km",1,3,0.000254647313470843,0.483870967741935,0.465686274509804,0.30373140047831,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_A_400km",1,3,0.000254647313470843,0.483870967741935,0.465686274509804,0.30373140047831,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_A_400km",3,24,0.514217808335455,0.789473684210526,0.784313725490196,1,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_A_400km",1,2,0,0.476190476190476,0.450980392156863,0.24521180780575,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_A_400km",1,1,0,0.447761194029851,0.42156862745098,0.157841710557154,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Renaghju","Rule_A_400km",2,7,0.0552584670231729,0.517241379310345,0.524509803921569,0.370748596590828,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Monte Arci","Rule_A_400km",4,0,0,NA,0,3.89454919127548e-19,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Lipari","Rule_A_400km",4,0,0,NA,0,3.89454919127548e-19,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Palmarola","Rule_A_400km",4,1,0,0.447761194029851,0.42156862745098,0.157841710557154,"Rule_A",400,"4-3, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_A_450km",2,18,0.157308377896613,0.673913043478261,0.71078431372549,0.669862209326544,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_A_450km",1,2,0,0.5,0.475490196078431,0.219517483980205,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Susac Poje","Rule_A_450km",1,2,0,0.5,0.475490196078431,0.219517483980205,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Favella","Rule_A_450km",1,2,0,0.5,0.475490196078431,0.219517483980205,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_A_450km",1,0,0,NA,0,3.03485002694181e-19,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_A_450km",1,0,0,NA,0,3.03485002694181e-19,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_A_450km",1,2,0,0.5,0.475490196078431,0.219517483980205,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Terragne","Rule_A_450km",1,2,0,0.5,0.475490196078431,0.219517483980205,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_A_450km",1,3,0.00138641315111903,0.525423728813559,0.5,0.29778955495669,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_A_450km",1,2,0,0.5,0.475490196078431,0.219517483980205,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Ripatetta","Rule_A_450km",1,3,0.00138641315111903,0.525423728813559,0.5,0.29778955495669,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_A_450km",1,2,0,0.5,0.475490196078431,0.219517483980205,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Kargadur","Rule_A_450km",1,2,0,0.508196721311475,0.480392156862745,0.209730512729435,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Rio Tana","Rule_A_450km",1,4,0.0035650623885918,0.53448275862069,0.514705882352941,0.349749772939641,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Scamuso I","Rule_A_450km",1,2,0,0.5,0.475490196078431,0.219517483980205,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_A_450km",1,2,0.000198059021588433,0.407894736842105,0.409313725490196,0.130232288959436,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Trasano","Rule_A_450km",1,2,0,0.5,0.475490196078431,0.219517483980205,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_A_450km",1,2,0,0.508196721311475,0.480392156862745,0.209730512729435,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_A_450km",1,1,0,0.407894736842105,0.401960784313726,0.0880590422272556,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_A_450km",1,2,0.000198059021588433,0.407894736842105,0.409313725490196,0.130232288959436,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_A_450km",1,3,0.000198059021588433,0.516666666666667,0.495098039215686,0.261690730712385,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_A_450km",1,3,0.00138641315111903,0.525423728813559,0.5,0.29778955495669,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Le Secche","Rule_A_450km",2,15,0.114230540701129,0.645833333333333,0.67156862745098,0.595413044097862,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Basi I","Rule_A_450km",1,3,0.000198059021588433,0.516666666666667,0.495098039215686,0.261690730712385,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Trasanello I","Rule_A_450km",1,2,0,0.5,0.475490196078431,0.219517483980205,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Palata 1","Rule_A_450km",1,2,0,0.5,0.475490196078431,0.219517483980205,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_A_450km",1,3,0.000198059021588433,0.516666666666667,0.495098039215686,0.261690730712385,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_A_450km",1,4,0.0035650623885918,0.53448275862069,0.514705882352941,0.349749772939641,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_A_450km",3,28,0.509655377302436,0.911764705882353,0.867647058823529,1,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_A_450km",1,3,0.000198059021588433,0.516666666666667,0.495098039215686,0.261690730712385,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_A_450km",1,2,0,0.508196721311475,0.480392156862745,0.209730512729435,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Renaghju","Rule_A_450km",2,9,0.0476827094474153,0.574074074074074,0.583333333333333,0.395259652328754,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Monte Arci","Rule_A_450km",4,0,0,NA,0,3.03485002694181e-19,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Lipari","Rule_A_450km",4,1,0,0.484375,0.455882352941177,0.13145844175295,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Palmarola","Rule_A_450km",4,1,0,0.484375,0.455882352941177,0.131458441752949,"Rule_A",450,"4-3, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_A_500km",2,19,0.122549019607843,0.673469387755102,0.754901960784314,0.673601556363474,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_A_500km",1,2,0,0.5,0.504901960784314,0.201526803130626,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Susac Poje","Rule_A_500km",1,3,0.000280883703343596,0.515625,0.524509803921569,0.284423652129261,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Favella","Rule_A_500km",1,2,0,0.5,0.504901960784314,0.201526803130626,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_A_500km",1,0,0,NA,0,0,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_A_500km",1,1,0,0.375,0.387254901960784,0.0458491492838016,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_A_500km",1,3,0.000280883703343596,0.515625,0.524509803921569,0.28442365212926,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Terragne","Rule_A_500km",1,2,0,0.5,0.504901960784314,0.201526803130626,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_A_500km",1,3,0.000280883703343596,0.515625,0.524509803921569,0.28442365212926,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_A_500km",1,2,0,0.5,0.504901960784314,0.201526803130626,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Ripatetta","Rule_A_500km",1,3,0.000280883703343596,0.515625,0.524509803921569,0.28442365212926,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_A_500km",1,2,0,0.5,0.504901960784314,0.201526803130626,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Kargadur","Rule_A_500km",1,2,0,0.507692307692308,0.509803921568627,0.203311891852991,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Rio Tana","Rule_A_500km",1,4,0.00168710275662147,0.532258064516129,0.544117647058823,0.330272801413062,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Scamuso I","Rule_A_500km",1,3,0.000280883703343596,0.515625,0.524509803921569,0.28442365212926,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_A_500km",1,3,0.000396118043176867,0.523809523809524,0.529411764705882,0.249161041136793,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Trasano","Rule_A_500km",1,2,0,0.5,0.504901960784314,0.201526803130626,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_A_500km",1,2,0,0.507692307692308,0.509803921568627,0.203311891852991,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_A_500km",1,2,0,0.5,0.504901960784314,0.201526803130626,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_A_500km",1,2,0.000396118043176867,0.434210526315789,0.455882352941177,0.128745998282436,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_A_500km",1,3,0.000396118043176867,0.523809523809524,0.529411764705882,0.249161041136793,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_A_500km",1,3,0.000280883703343596,0.515625,0.524509803921569,0.28442365212926,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Le Secche","Rule_A_500km",2,19,0.138116458704694,0.6875,0.759803921568627,0.688426022477101,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Basi I","Rule_A_500km",1,3,0.000396118043176867,0.523809523809524,0.529411764705882,0.249161041136793,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Trasanello I","Rule_A_500km",1,2,0,0.5,0.504901960784314,0.201526803130626,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Palata 1","Rule_A_500km",1,3,0.000280883703343596,0.515625,0.524509803921569,0.28442365212926,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_A_500km",1,3,0.000396118043176867,0.523809523809524,0.529411764705882,0.249161041136793,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_A_500km",1,4,0.00168710275662147,0.532258064516129,0.544117647058823,0.330272801413062,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_A_500km",3,31,0.570760186535588,0.942857142857143,0.941176470588235,1,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_A_500km",1,4,0.00168710275662147,0.532258064516129,0.544117647058823,0.330272801413062,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_A_500km",1,2,0,0.507692307692308,0.509803921568627,0.203311891852991,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Renaghju","Rule_A_500km",2,10,0.0864824717765894,0.589285714285714,0.632352941176471,0.380759315422548,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Monte Arci","Rule_A_500km",4,1,0,0.492537313432836,0.490196078431372,0.120415042854357,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Lipari","Rule_A_500km",4,1,0,0.492537313432836,0.490196078431372,0.120415042854357,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Palmarola","Rule_A_500km",4,1,0,0.492537313432836,0.490196078431372,0.120415042854357,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_A_550km",2,21,0.131461675579323,0.693877551020408,0.799019607843137,0.709690784461213,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_A_550km",1,3,0.000104854776135053,0.507462686567164,0.534313725490196,0.274296388279171,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Susac Poje","Rule_A_550km",1,3,0.000104854776135053,0.507462686567164,0.534313725490196,0.274296388279171,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Favella","Rule_A_550km",1,2,0,0.5,0.519607843137255,0.188529918571885,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_A_550km",1,1,0,0.386363636363636,0.411764705882353,0.0488326937891286,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_A_550km",1,1,0,0.386363636363636,0.411764705882353,0.0488326937891286,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_A_550km",1,3,0.000104854776135053,0.507462686567164,0.534313725490196,0.274296388279171,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Terragne","Rule_A_550km",1,2,0,0.5,0.519607843137255,0.188529918571886,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_A_550km",1,3,0.000104854776135053,0.507462686567164,0.534313725490196,0.274296388279171,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_A_550km",1,3,0.000104854776135053,0.507462686567164,0.534313725490196,0.274296388279171,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Ripatetta","Rule_A_550km",1,4,0.00135494158771919,0.53125,0.558823529411765,0.323129082068299,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_A_550km",1,2,0,0.5,0.519607843137255,0.188529918571886,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Kargadur","Rule_A_550km",1,3,0.000486144871171609,0.523076923076923,0.544117647058823,0.244870517992425,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Rio Tana","Rule_A_550km",1,4,0.00135494158771919,0.53125,0.558823529411765,0.323129082068299,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Scamuso I","Rule_A_550km",1,3,0.000104854776135053,0.507462686567164,0.534313725490196,0.274296388279171,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_A_550km",1,3,0.000486144871171609,0.523076923076923,0.544117647058823,0.244870517992425,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Trasano","Rule_A_550km",1,3,0.000104854776135053,0.507462686567164,0.534313725490196,0.274296388279171,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_A_550km",1,2,0,0.5,0.519607843137255,0.196037824203296,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_A_550km",1,2,0,0.5,0.519607843137255,0.188529918571886,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_A_550km",1,3,0.000486144871171609,0.523076923076923,0.544117647058823,0.244870517992425,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_A_550km",1,4,0.00135494158771919,0.53125,0.558823529411765,0.323129082068299,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_A_550km",1,3,0.000104854776135053,0.507462686567164,0.534313725490196,0.274296388279171,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Le Secche","Rule_A_550km",2,23,0.159090909090909,0.723404255319149,0.82843137254902,0.77777651412079,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Basi I","Rule_A_550km",1,3,0.000486144871171609,0.523076923076923,0.544117647058823,0.244870517992425,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Trasanello I","Rule_A_550km",1,3,0.000104854776135053,0.507462686567164,0.534313725490196,0.274296388279171,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Palata 1","Rule_A_550km",1,3,0.000104854776135053,0.507462686567164,0.534313725490196,0.274296388279171,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_A_550km",1,4,0.00135494158771919,0.53125,0.558823529411765,0.323129082068299,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_A_550km",1,4,0.00135494158771919,0.53125,0.558823529411765,0.323129082068299,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_A_550km",3,32,0.540124995063655,0.944444444444444,0.970588235294118,1,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_A_550km",1,4,0.00135494158771919,0.53125,0.558823529411765,0.323129082068299,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_A_550km",1,2,0,0.5,0.519607843137255,0.196037824203296,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Renaghju","Rule_A_550km",2,13,0.140374331550802,0.618181818181818,0.691176470588235,0.442841153192646,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Monte Arci","Rule_A_550km",4,1,0,0.492753623188406,0.504901960784314,0.110271354496011,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Lipari","Rule_A_550km",4,1,0,0.492753623188406,0.504901960784314,0.110271354496011,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Palmarola","Rule_A_550km",4,1,0,0.492753623188406,0.504901960784314,0.110271354496011,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_A_600km",2,22,0.137551990493167,0.708333333333333,0.813725490196078,0.730774224054279,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_A_600km",1,3,9.38174312787316e-05,0.507462686567164,0.534313725490196,0.269995628538116,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Susac Poje","Rule_A_600km",1,3,9.38174312787316e-05,0.507462686567164,0.534313725490196,0.269995628538116,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Favella","Rule_A_600km",1,3,9.38174312787316e-05,0.507462686567164,0.534313725490196,0.269995628538116,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_A_600km",1,1,0,0.395348837209302,0.421568627450981,0.0533362828339221,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_A_600km",1,1,0,0.395348837209302,0.421568627450981,0.0533362828339221,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_A_600km",1,3,9.38174312787316e-05,0.507462686567164,0.534313725490196,0.269995628538116,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Terragne","Rule_A_600km",1,2,0,0.5,0.519607843137255,0.184879269751036,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
