"from","to","distance_rule_km"
"Piana di Curinga","Favella",150
"Piana di Curinga","Grotta San Michele Arcangelo I",150
"Le Secche","Grotta dei Cocci",150
"Colle Santo Stefano","Rio Tana",150
"Colle Santo Stefano","Grotta dei Cocci",150
"Colle Santo Stefano","Maddalena di Muccia",150
"Colle Santo Stefano","Villaggio Ortucchio",150
"Colle Santo Stefano","Grotta Sant'Angelo I",150
"Renaghju","Basi I",150
"Palmarola","Colle Santo Stefano",150
