"from","to","distance_rule_km"
"Piana di Curinga","Favella",100
"Colle Santo Stefano","Rio Tana",100
"Colle Santo Stefano","Villaggio Ortucchio",100
"Colle Santo Stefano","Grotta Sant'Angelo I",100
"Renaghju","Basi I",100
