"sites","Network","Rank","Degree","Betweenness","Closeness","Harmonic","Eigenvector","Rule_set","Distance_km","Allowed_connections"
"Colle Cera","Rule_A_500km",1,8,0.00210544312008689,0.551282051282051,0.593023255813953,0.427095493263518,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Balsignano II","Rule_A_500km",1,5,0.000975974212003773,0.511904761904762,0.546511627906977,0.24453657782263,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Spila Nakovana","Rule_A_500km",1,5,0.000560345955715313,0.511904761904762,0.546511627906977,0.276170274253808,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Ex Palestra GIL","Rule_A_500km",1,8,0.0032451540877606,0.551282051282051,0.593023255813953,0.406743285203322,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Cala Giovanna","Rule_A_500km",2,28,0.0807973343952171,0.728813559322034,0.821705426356589,0.811316089150614,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Grande Rivoire","Rule_A_500km",1,3,0.000145019248009281,0.443298969072165,0.482558139534883,0.15092521900971,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Arene Candide II","Rule_A_500km",1,8,0.00242483298228852,0.530864197530864,0.581395348837209,0.385039080671038,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo II","Rule_A_500km",2,26,0.0808170278647026,0.704918032786885,0.798449612403101,0.744105458961312,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Fiorano Modenese","Rule_A_500km",1,6,0.000406637179485854,0.518072289156627,0.558139534883721,0.336770798344364,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Sa Punta","Rule_A_500km",3,12,0.0115746693524953,0.530864197530864,0.612403100775194,0.359068531691593,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Masseria Santa Tecchia","Rule_A_500km",1,8,0.0032451540877606,0.551282051282051,0.593023255813953,0.406743285203322,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Lokvica","Rule_A_500km",1,5,0.000560345955715313,0.511904761904762,0.546511627906977,0.276170274253808,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Rocchicella-Paliké","Rule_A_500km",1,3,8.51861316977596e-05,0.434343434343434,0.474806201550387,0.11183542223494,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Monte Arci","Rule_A_500km",4,3,0.000727885071738892,0.488636363636364,0.515503875968992,0.115481471546123,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Lipari","Rule_A_500km",4,4,0.000975974212003773,0.505882352941176,0.534883720930233,0.194522876810238,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Palmarola","Rule_A_500km",4,6,0.00664596571906815,0.530864197530864,0.565891472868217,0.242791159136912,"Rule_A",500,"4-3, 3-2, 3-1, 2-1"
"Abri Albertini","Rule_A_550km",1,8,0.00152252243960226,0.530864197530864,0.581395348837209,0.388904766617444,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"La Lucciola","Rule_A_550km",1,10,0.00439031879624009,0.565789473684211,0.616279069767442,0.477610975426749,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Sant'Anna di Oria","Rule_A_550km",3,25,0.0635637471946349,0.623188405797101,0.75968992248062,0.628952391117505,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"La Scola","Rule_A_550km",2,29,0.070427610648404,0.741379310344828,0.833333333333333,0.835040210482557,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Masseria Acquasalsa","Rule_A_550km",1,9,0.00308157610947876,0.558441558441558,0.604651162790698,0.445538347401043,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"La Marmotta","Rule_A_550km",3,36,0.143333508107228,0.86,0.918604651162791,1,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Umbro Bova Marina","Rule_A_550km",3,16,0.0248386107156342,0.551282051282051,0.655038759689922,0.404180452930299,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Grotta Continenza","Rule_A_550km",1,11,0.00711385475503135,0.573333333333333,0.627906976744186,0.503220528338225,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Portonovo","Rule_A_550km",1,8,0.00158763582891023,0.551282051282051,0.593023255813953,0.419928794489567,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Masseria Candelaro III","Rule_A_550km",1,9,0.00308157610947876,0.558441558441558,0.604651162790698,0.445538347401043,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Grotta Scaloria","Rule_A_550km",1,8,0.00236667396894432,0.551282051282051,0.593023255813953,0.397207172534848,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Strette","Rule_A_550km",2,26,0.0536418909707779,0.704918032786885,0.798449612403101,0.762782396693795,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Marcianese","Rule_A_550km",1,9,0.00308157610947876,0.558441558441558,0.604651162790698,0.445538347401043,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Savignano sul Panaro","Rule_A_550km",1,6,0.000288348396354194,0.518072289156627,0.558139534883721,0.331222585680263,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Su Carroppu","Rule_A_550km",1,6,0.000583862468441068,0.518072289156627,0.558139534883721,0.275194139591537,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Trasanello II","Rule_A_550km",1,5,0.000715370686839807,0.511904761904762,0.546511627906977,0.239934301022009,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Fornace Cappuccini","Rule_A_550km",2,29,0.0728982194567817,0.741379310344828,0.833333333333333,0.812064451358037,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Krivače","Rule_A_550km",1,8,0.00158763582891023,0.551282051282051,0.593023255813953,0.419928794489567,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Piani di Calisti","Rule_A_550km",1,10,0.00439031879624009,0.565789473684211,0.616279069767442,0.477610975426749,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Rio Saboccu","Rule_A_550km",3,15,0.0148230895547877,0.558441558441558,0.651162790697674,0.455181902194599,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Grotta dei Piccioni","Rule_A_550km",1,11,0.00711385475503135,0.573333333333333,0.627906976744186,0.503220528338225,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Pienza","Rule_A_550km",1,9,0.00261832217073372,0.558441558441558,0.604651162790698,0.437759494677628,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Casa Querciolaia","Rule_A_550km",1,8,0.00152252243960226,0.530864197530864,0.581395348837209,0.388904766617444,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo II","Rule_A_550km",1,10,0.00439031879624009,0.565789473684211,0.616279069767442,0.477610975426749,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Villa Badessa (Cepegatti)","Rule_A_550km",1,9,0.00308157610947876,0.558441558441558,0.604651162790698,0.445538347401043,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Pokrovnik","Rule_A_550km",1,7,0.00115454473248347,0.544303797468354,0.581395348837209,0.371597619623372,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Catignano","Rule_A_550km",3,35,0.127034280060894,0.843137254901961,0.906976744186046,0.982563236723344,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Danilo-Bitinj","Rule_A_550km",1,7,0.00115454473248347,0.544303797468354,0.581395348837209,0.371597619623373,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Colle Cera","Rule_A_550km",1,9,0.00308157610947876,0.558441558441558,0.604651162790698,0.445538347401043,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Balsignano II","Rule_A_550km",1,6,0.00117697669856513,0.524390243902439,0.562015503875969,0.291388069713215,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Spila Nakovana","Rule_A_550km",1,5,0.000495613480848035,0.518072289156627,0.550387596899225,0.265778516801739,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Ex Palestra GIL","Rule_A_550km",1,9,0.00308157610947876,0.558441558441558,0.604651162790698,0.445538347401043,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Cala Giovanna","Rule_A_550km",2,29,0.070427610648404,0.741379310344828,0.833333333333333,0.835040210482558,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Grande Rivoire","Rule_A_550km",1,4,0.000256707833152169,0.472527472527473,0.513565891472868,0.205604046379034,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Arene Candide II","Rule_A_550km",1,8,0.00152252243960226,0.530864197530864,0.581395348837209,0.388904766617444,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo II","Rule_A_550km",2,27,0.0767348490939258,0.716666666666667,0.810077519379845,0.771045327632529,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Fiorano Modenese","Rule_A_550km",1,6,0.000288348396354194,0.518072289156627,0.558139534883721,0.331222585680263,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Sa Punta","Rule_A_550km",3,15,0.0148230895547877,0.558441558441558,0.651162790697674,0.455181902194599,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Masseria Santa Tecchia","Rule_A_550km",1,9,0.00308157610947876,0.558441558441558,0.604651162790698,0.445538347401043,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Lokvica","Rule_A_550km",1,5,0.000495613480848035,0.518072289156627,0.550387596899225,0.265778516801739,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Rocchicella-Paliké","Rule_A_550km",1,3,6.92137320044297e-05,0.438775510204082,0.478682170542635,0.114315761720781,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Monte Arci","Rule_A_550km",4,4,0.000889338337038324,0.5,0.531007751937984,0.18330072023841,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Lipari","Rule_A_550km",4,4,0.000715370686839807,0.505882352941176,0.534883720930233,0.191079572961826,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Palmarola","Rule_A_550km",4,6,0.00367365693764528,0.530864197530864,0.565891472868217,0.248761753899008,"Rule_A",550,"4-3, 3-2, 3-1, 2-1"
"Abri Albertini","Rule_A_600km",1,8,0.000531278972320609,0.5375,0.585271317829457,0.393138195259651,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"La Lucciola","Rule_A_600km",1,10,0.00196823385528562,0.565789473684211,0.616279069767442,0.475111380124071,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Sant'Anna di Oria","Rule_A_600km",3,26,0.0484312684584827,0.632352941176471,0.771317829457364,0.652513820077288,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"La Scola","Rule_A_600km",2,33,0.0778501010042002,0.811320754716981,0.883720930232558,0.899665024665879,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Masseria Acquasalsa","Rule_A_600km",1,9,0.00209329051946651,0.558441558441558,0.604651162790698,0.428209105527639,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"La Marmotta","Rule_A_600km",3,37,0.10791218450517,0.877551020408163,0.930232558139535,1,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Umbro Bova Marina","Rule_A_600km",3,19,0.0249278558778806,0.573333333333333,0.689922480620155,0.476848788750508,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Grotta Continenza","Rule_A_600km",1,11,0.00337796376438586,0.573333333333333,0.627906976744186,0.502779663715682,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Portonovo","Rule_A_600km",1,8,0.00111992436315753,0.551282051282051,0.593023255813953,0.400540821936028,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Masseria Candelaro III","Rule_A_600km",1,9,0.00209329051946651,0.558441558441558,0.604651162790698,0.428209105527639,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Grotta Scaloria","Rule_A_600km",1,9,0.00209329051946651,0.558441558441558,0.604651162790698,0.428209105527639,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Strette","Rule_A_600km",2,29,0.0559349781131947,0.754385964912281,0.837209302325581,0.811205109899493,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Marcianese","Rule_A_600km",1,11,0.00337796376438586,0.573333333333333,0.627906976744186,0.502779663715682,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Savignano sul Panaro","Rule_A_600km",1,8,0.000531278972320609,0.5375,0.585271317829457,0.393138195259651,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Su Carroppu","Rule_A_600km",1,7,0.000422514536313649,0.530864197530864,0.573643410852713,0.342088474357998,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Trasanello II","Rule_A_600km",1,8,0.00161047386158743,0.551282051282051,0.593023255813953,0.381140404586875,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Fornace Cappuccini","Rule_A_600km",2,32,0.071814478329849,0.796296296296296,0.872093023255814,0.87981596319136,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Krivače","Rule_A_600km",1,8,0.00111992436315753,0.551282051282051,0.593023255813953,0.400540821936028,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Piani di Calisti","Rule_A_600km",1,10,0.00196823385528562,0.565789473684211,0.616279069767442,0.475111380124071,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Rio Saboccu","Rule_A_600km",3,23,0.0383993022339279,0.682539682539683,0.767441860465116,0.650234945161034,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Grotta dei Piccioni","Rule_A_600km",1,11,0.00337796376438586,0.573333333333333,0.627906976744186,0.502779663715682,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Pienza","Rule_A_600km",1,10,0.00196823385528562,0.565789473684211,0.616279069767442,0.475111380124071,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Casa Querciolaia","Rule_A_600km",1,8,0.000531278972320609,0.5375,0.585271317829457,0.393138195259651,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo II","Rule_A_600km",1,11,0.00337796376438586,0.573333333333333,0.627906976744186,0.502779663715682,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Villa Badessa (Cepegatti)","Rule_A_600km",1,11,0.00337796376438586,0.573333333333333,0.627906976744186,0.502779663715682,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Pokrovnik","Rule_A_600km",1,8,0.00111992436315753,0.551282051282051,0.593023255813953,0.400540821936028,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Catignano","Rule_A_600km",3,37,0.10791218450517,0.877551020408163,0.930232558139535,1,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Danilo-Bitinj","Rule_A_600km",1,8,0.00111992436315753,0.551282051282051,0.593023255813953,0.400540821936028,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Colle Cera","Rule_A_600km",1,11,0.00337796376438586,0.573333333333333,0.627906976744186,0.502779663715682,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Balsignano II","Rule_A_600km",1,8,0.00161047386158743,0.551282051282051,0.593023255813953,0.381140404586875,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Spila Nakovana","Rule_A_600km",1,8,0.00161047386158743,0.551282051282051,0.593023255813953,0.381140404586875,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Ex Palestra GIL","Rule_A_600km",1,9,0.00209329051946651,0.558441558441558,0.604651162790698,0.428209105527639,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Cala Giovanna","Rule_A_600km",2,33,0.0778501010042002,0.811320754716981,0.883720930232558,0.899665024665878,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Grande Rivoire","Rule_A_600km",1,4,0.000218696382346285,0.48314606741573,0.51937984496124,0.202521275019981,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Arene Candide II","Rule_A_600km",1,8,0.000531278972320609,0.5375,0.585271317829457,0.393138195259651,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo II","Rule_A_600km",2,27,0.0440665732869156,0.716666666666667,0.810077519379845,0.760252309169407,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Fiorano Modenese","Rule_A_600km",1,8,0.000531278972320609,0.5375,0.585271317829457,0.393138195259651,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Sa Punta","Rule_A_600km",3,22,0.0313563728569935,0.661538461538462,0.751937984496124,0.634950680130119,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Masseria Santa Tecchia","Rule_A_600km",1,9,0.00209329051946651,0.558441558441558,0.604651162790698,0.428209105527639,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Lokvica","Rule_A_600km",1,8,0.00161047386158743,0.551282051282051,0.593023255813953,0.381140404586875,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Rocchicella-Paliké","Rule_A_600km",1,6,0.0011300263892767,0.524390243902439,0.562015503875969,0.263416530440048,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Monte Arci","Rule_A_600km",4,4,0.000312582589974325,0.505882352941176,0.534883720930233,0.190616920239671,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Lipari","Rule_A_600km",4,6,0.00160753125175155,0.530864197530864,0.565891472868217,0.256146131335472,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Palmarola","Rule_A_600km",4,6,0.00160753125175155,0.530864197530864,0.565891472868217,0.256146131335472,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Abri Albertini","Rule_A_650km",1,8,0.000438159906598445,0.544303797468354,0.589147286821705,0.389649650561718,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"La Lucciola","Rule_A_650km",1,10,0.00117607565558839,0.565789473684211,0.616279069767442,0.470724884384902,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Sant'Anna di Oria","Rule_A_650km",3,27,0.0443025874088997,0.716666666666667,0.810077519379845,0.696628766586998,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"La Scola","Rule_A_650km",2,33,0.0634448216618137,0.811320754716981,0.883720930232558,0.89340701903606,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Masseria Acquasalsa","Rule_A_650km",1,11,0.00221930280621695,0.573333333333333,0.627906976744186,0.499628471625076,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"La Marmotta","Rule_A_650km",3,38,0.103370770145171,0.895833333333333,0.941860465116279,1,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Umbro Bova Marina","Rule_A_650km",3,21,0.0274549002123753,0.597222222222222,0.717054263565891,0.52454032660672,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Grotta Continenza","Rule_A_650km",1,11,0.00221930280621695,0.573333333333333,0.627906976744186,0.499628471625076,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Portonovo","Rule_A_650km",1,10,0.00117607565558839,0.565789473684211,0.616279069767442,0.470724884384902,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Masseria Candelaro III","Rule_A_650km",1,10,0.00178133963374137,0.565789473684211,0.616279069767442,0.460434413641582,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Grotta Scaloria","Rule_A_650km",1,9,0.001422815909476,0.558441558441558,0.604651162790698,0.418444314884068,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Strette","Rule_A_650km",2,33,0.0634448216618137,0.811320754716981,0.883720930232558,0.89340701903606,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Marcianese","Rule_A_650km",1,11,0.00221930280621695,0.573333333333333,0.627906976744186,0.499628471625076,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Savignano sul Panaro","Rule_A_650km",1,8,0.000438159906598445,0.544303797468354,0.589147286821705,0.389649650561718,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Su Carroppu","Rule_A_650km",1,8,0.000438159906598445,0.544303797468354,0.589147286821705,0.389649650561718,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Trasanello II","Rule_A_650km",1,9,0.001422815909476,0.558441558441558,0.604651162790698,0.418444314884069,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Fornace Cappuccini","Rule_A_650km",2,34,0.0709061551890387,0.826923076923077,0.895348837209302,0.931793143625026,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Krivače","Rule_A_650km",1,8,0.000664974230865704,0.551282051282051,0.593023255813953,0.389540727643894,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Piani di Calisti","Rule_A_650km",1,11,0.00221930280621695,0.573333333333333,0.627906976744186,0.499628471625076,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Rio Saboccu","Rule_A_650km",3,28,0.0489135823462577,0.741379310344828,0.825581395348837,0.762033443582393,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Grotta dei Piccioni","Rule_A_650km",1,11,0.00221930280621695,0.573333333333333,0.627906976744186,0.499628471625076,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Pienza","Rule_A_650km",1,10,0.00117607565558839,0.565789473684211,0.616279069767442,0.470724884384902,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Casa Querciolaia","Rule_A_650km",1,9,0.000761958477905322,0.558441558441558,0.604651162790698,0.432338759795935,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo II","Rule_A_650km",1,11,0.00221930280621695,0.573333333333333,0.627906976744186,0.499628471625076,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Villa Badessa (Cepegatti)","Rule_A_650km",1,11,0.00221930280621695,0.573333333333333,0.627906976744186,0.499628471625076,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Pokrovnik","Rule_A_650km",1,8,0.000664974230865704,0.551282051282051,0.593023255813953,0.389540727643894,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Catignano","Rule_A_650km",3,37,0.091370819916843,0.877551020408163,0.930232558139535,0.985996507457365,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Danilo-Bitinj","Rule_A_650km",1,9,0.001422815909476,0.558441558441558,0.604651162790698,0.418444314884069,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Colle Cera","Rule_A_650km",1,11,0.00221930280621695,0.573333333333333,0.627906976744186,0.499628471625076,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Balsignano II","Rule_A_650km",1,9,0.001422815909476,0.558441558441558,0.604651162790698,0.418444314884069,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Spila Nakovana","Rule_A_650km",1,9,0.001422815909476,0.558441558441558,0.604651162790698,0.418444314884068,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Ex Palestra GIL","Rule_A_650km",1,11,0.00221930280621695,0.573333333333333,0.627906976744186,0.499628471625076,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Cala Giovanna","Rule_A_650km",2,33,0.0634448216618137,0.811320754716981,0.883720930232558,0.893407019036061,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Grande Rivoire","Rule_A_650km",1,5,0.000201349038558341,0.524390243902439,0.554263565891473,0.254134425976676,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Arene Candide II","Rule_A_650km",1,8,0.000438159906598445,0.544303797468354,0.589147286821705,0.389649650561718,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo II","Rule_A_650km",2,28,0.0430127294383658,0.741379310344828,0.825581395348837,0.774719037958791,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Fiorano Modenese","Rule_A_650km",1,8,0.000438159906598445,0.544303797468354,0.589147286821705,0.389649650561718,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Sa Punta","Rule_A_650km",3,26,0.0420797987976022,0.716666666666667,0.802325581395349,0.711291086634703,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Masseria Santa Tecchia","Rule_A_650km",1,10,0.00178133963374137,0.565789473684211,0.616279069767442,0.460434413641582,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Lokvica","Rule_A_650km",1,9,0.001422815909476,0.558441558441558,0.604651162790698,0.418444314884069,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Rocchicella-Paliké","Rule_A_650km",1,7,0.00121826170096275,0.544303797468354,0.581395348837209,0.300596743713873,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Monte Arci","Rule_A_650km",4,4,0.000236810868040104,0.511904761904762,0.538759689922481,0.190617922650515,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Lipari","Rule_A_650km",4,6,0.00106994656095326,0.5375,0.569767441860465,0.257907634479656,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Palmarola","Rule_A_650km",4,6,0.00106994656095326,0.5375,0.569767441860465,0.257907634479656,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Abri Albertini","Rule_B_100km",1,3,0.00332225913621262,1,0.0697674418604651,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"La Lucciola","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Sant'Anna di Oria","Rule_B_100km",3,2,0.00110741971207087,1,0.0465116279069767,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"La Scola","Rule_B_100km",2,1,0,0.6,0.0465116279069767,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Acquasalsa","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"La Marmotta","Rule_B_100km",3,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Umbro Bova Marina","Rule_B_100km",3,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Continenza","Rule_B_100km",1,1,0,0.545454545454545,0.0813953488372093,0.408248290463863,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Portonovo","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Candelaro III","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Scaloria","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Strette","Rule_B_100km",2,1,0,0.6,0.0465116279069767,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Marcianese","Rule_B_100km",1,1,0,0.545454545454545,0.0813953488372093,0.408248290463863,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Savignano sul Panaro","Rule_B_100km",1,1,0,0.666666666666667,0.0348837209302326,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Su Carroppu","Rule_B_100km",1,2,0.000553709856035437,0.75,0.0581395348837209,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasanello II","Rule_B_100km",1,1,0,0.666666666666667,0.0348837209302326,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Fornace Cappuccini","Rule_B_100km",2,2,0.00110741971207087,1,0.0465116279069767,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
