"","Masseria Montevergine - Torre de Rubeis","Torre Sabea","Terragne","Sant'Anna di Oria","Le Macchie (Ripagnola Polignano a mare)","Spila Nakovana","Lokvica","Balsignano I","Balsignano II","Trasanello I","Trasanello II","Pulo di Molfetta Fondo Azzolini","Trasano","Susac Poje","Favella","Piana di Curinga","Scamuso I","Grotta San Michele Arcangelo I","Grotta San Michele Arcangelo II","Palata 1","Danilo-Bitinj","Pokrovnik","Umbro Bova Marina","Grotta Scaloria","Masseria Santa Tecchia","Masseria Candelaro II","Masseria Candelaro III","Krivače","Coppa Nevigata","Ex Palestra GIL","Durdeva greda","Barice Smilcic","Ripatetta","Masseria Acquasalsa","Rocchicella-Paliké","Marcianese","Villa Badessa (Cepegatti)","Colle Cera","Grotta dei Piccioni","Kargadur","Catignano","Rio Tana","Colle Santo Stefano","Grotta Sant'Angelo I","Grotta Sant'Angelo II","Villaggio Ortucchio","Portonovo","Grotta Continenza","Maddalena di Muccia","Piani di Calisti","Grotta dei Cocci","La Marmotta","La Lucciola","Fornace Cappuccini","Pienza","Savignano sul Panaro","Le Secche","Fiorano Modenese","Casa Querciolaia","Cala Giovanna","La Scola","Strette","Abri Albertini","Renaghju","Basi I","Su Carroppu","Rio Saboccu","Sa Punta","Arene Candide II","Arene Candide I","Grotta Pollera","Grande Rivoire","Pont de Roque-Haute","Peiro Signado","La Farigoule 2"
"Abri Albertini",0.963405708709441,0.915110036655953,0.964399141377287,-31.8047844431389,0.702995033921444,0.790173444405123,0.98829861923707,0.371684223691961,0.673159636775823,0.891707275130093,0.536692121570809,0.916103469323798,0.867311080936387,1,0.905892237562637,-2.91434714822921,0.823982572222127,0.896643948955164,-1.17576996014829,1,-0.473099607364539,0.686951548861955,-13.8039392397671,0.693582100298146,0.963405708709441,0.451771668712604,0.478805141874355,0.975603805806294,1,0.96489585771121,1,0.976100522140217,0.939506230849658,0.904402088560868,0.882489476036777,0.854616267505611,0.952201044280434,-0.81068632440888,0.940499663517504,0.325969986502677,-17.7510664620843,0.541936189992742,-15.7129705472044,0.741381056017712,1,1,0.963405708709441,0.805327162784277,0.86780779727031,0.940002947183581,0.951207611612588,-26.7745726805852,0.730176391588705,-3.24544124852661,0.951207611612588,0.976100522140217,-2.03159156298919,0.963405708709441,0.690766447310434,-3.34295142327852,-3.64701173038148,-1.70438639130398,1,-6.11636927536566,0.257846420455379,-0.924195659693035,-14.5290973852144,-24.3047305565384,0.760011788734325,0.187713521778402,0.91461332032203,1,0.923677422116915,0.75669360661977,0.76264325490945
"Renaghju",-6.0797749840751,-6.03147931202161,-6.10516461093665,-33.0432010325053,-5.81936430928711,-6.30179963676683,-6.10466789460273,-5.88331041605367,-6.18478582913753,-6.00807655049575,-5.65306139693647,-6.03247274468946,-5.98368035630205,-6.11636927536566,-6.0222615129283,-6.24653727274343,-5.94035184758779,-6.12512084763921,-6.11182287060056,-6.11636927536566,-5.99720185396684,-6.13964369418277,-10.9234698005821,-6.20520829265986,-6.0797749840751,-5.68024856739665,-5.65122822889921,-6.09197308117196,-6.11636927536566,-6.08126513307687,-6.11636927536566,-6.11686599169959,-6.05587550621532,-6.02077136392653,-6.02325494559615,-5.97098554287127,-6.0685703196461,-5.79354475791287,-6.05686893888317,-6.28602667213793,-18.9660802899248,-5.6583054653584,-16.7173595213121,-6.25300724837942,-6.11636927536566,-6.11636927536566,-6.0797749840751,-5.92169643814994,-5.98417707263597,-6.05637222254924,-6.06757688697825,-25.9067407326242,-6.24180258395041,-6.47309256759109,-6.06757688697825,-6.11686599169959,-6.710214096657,-6.0797749840751,-5.91924334599448,-7.3896993957481,-6.45341334198048,-7.78706042886042,-6.11636927536566,1,-6.66633359936417,-6.16845820065286,-7.41272810984872,-17.1883612811727,-5.87638106409999,-6.20670425445454,-6.03098259568769,-6.11636927536566,-6.09610050914177,-6.0972781286222,-6.33032325893035
"Basi I",0.294440711745938,0.318340189605721,0.269051084884386,-31.0626308635943,0.153030709922932,0.467672976050256,0.269547801218309,0.216976816689497,0.420867452998536,0.341742951131581,-0.013272202427703,0.341742951131581,0.317346756937875,0.257846420455379,0.258343136789302,-2.17219356868459,0.176433471448792,0.361202471500215,-1.21836974383237,0.257846420455379,-0.459645579389425,0.473310094818601,-13.0617856602225,0.515471931769822,0.294440711745938,0.0139149680324784,-0.0151053704649637,0.282242614649085,0.257846420455379,0.292950562744169,0.257846420455379,0.257349704121456,0.318340189605721,0.330041570368651,0.210544181069736,0.281249181981239,0.305645376174945,-0.629070861456188,0.317346756937875,0.619693072773756,-17.0089128825397,-0.00802813400576996,-14.9708169676597,0.516465364437667,0.257846420455379,0.257846420455379,0.294440711745938,0.208557315734045,0.317843473271798,0.317843473271798,0.306638808842791,-26.5929572176325,0.527670028866674,-2.50328766898199,0.306638808842791,0.257349704121456,-1.28943798344457,0.294440711745938,0.252909746630308,-2.6007978437339,-2.90485815083686,-0.986629005953066,0.257846420455379,-6.66633359936417,1,-1.0789030666955,-13.7869438056698,-23.5625769769938,0.210047464735813,0.145113738094323,0.294440711745938,0.257846420455379,0.334168998338464,0.430944529258029,0.495203165545929
"Su Carroppu",-0.887601368402477,-0.839305696348988,-0.912990995264028,-29.8805887834459,-0.627190693614479,-0.714369104098159,-0.912494278930105,-0.295879883384996,-0.597355296468859,-0.815902934823128,-0.460887781263844,-0.840299129016834,-0.791506740629422,-0.924195659693035,-0.830087897255672,-1.95143868188421,-0.748178231915162,-0.932947231966585,-0.437345051443396,-0.924195659693035,0.35634631850022,-0.947470078510148,-11.8797435800741,-0.617777759991181,-0.887601368402477,-0.488074951724025,-0.459054613226583,-0.89979946549933,-0.924195659693035,-0.889091517404245,-0.924195659693035,-0.924692376026958,-0.863701890542694,-0.828597748253904,-0.831081329923518,-0.778811927198646,-0.876396703973469,-0.467518332700035,-0.864695323210539,-0.698596139469255,-15.8268708023912,-0.466131849685777,-13.7887748875113,-0.665576715710747,-0.924195659693035,-0.924195659693035,-0.887601368402477,-0.729522822477312,-0.792003456963345,-0.864198606876617,-0.875403271305624,-24.8503770208922,-0.65437205128174,-2.90227325681776,-0.875403271305624,-0.924692376026958,-1.2931666542843,-0.887601368402477,-0.727069730321855,-1.41875576358548,-2.51332990468054,-2.41025474992448,-0.924195659693035,-6.16845820065286,-1.0789030666955,1,-12.6049017255213,-22.3805348968454,-0.68420744842736,-0.224016804789823,-0.838808980015065,-0.924195659693035,-0.903926893469143,-0.905104512949577,-0.742892726261678
"Rio Saboccu",-14.4925030939238,-14.4442074218703,-14.5178927207854,-35.7522422084283,-14.2320924191358,-14.3192708296195,-14.5173960044515,-13.9007816089063,-14.2022570219902,-14.4208046603445,-14.0657895067852,-14.4452008545382,-14.3964084661508,-14.5290973852144,-14.434989622777,-10.7268578603036,-14.3530799574365,-14.4257413341695,-13.0364208624899,-14.5290973852144,-13.0559977778498,-14.2160489340763,-7.70365722156447,-14.2226794855125,-14.4925030939238,-13.980869053927,-14.0079025270887,-14.5047011910207,-14.5290973852144,-14.4939932429256,-14.5290973852144,-14.5295941015483,-14.468603616064,-14.4334994737753,-14.4359830554449,-14.38371365272,-14.4812984294948,-12.8891844201614,-14.4695970487319,-13.8550673717171,-11.7936985409467,-14.0710335752071,-16.6596022782629,-14.2704784412321,-14.5290973852144,-14.5290973852144,-14.4925030939238,-14.3344245479987,-14.3969051824847,-14.469100332398,-14.480304996827,-21.1446728849913,-14.2592737768031,-12.503709808315,-14.480304996827,-14.5295941015483,-11.4975058222252,-14.4925030939238,-14.2198638325248,-10.9424279819407,-10.5163867038693,-13.0578948504126,-14.5290973852144,-7.41272810984872,-13.7869438056698,-12.6049017255213,1,-10.3566608393082,-14.2891091739487,-13.7168109069928,-14.4437107055364,-14.5290973852144,-14.4527748073313,-14.2857909918342,-14.2917406401238
"Sa Punta",-24.2681362652478,-24.2198405931943,-24.2935258921094,-32.4929368570677,-24.0077255904598,-24.0949040009435,-24.2930291757755,-23.6764147802304,-23.9778901933142,-24.1964378316685,-23.8414226781092,-24.2208340258622,-24.1720416374748,-24.3047305565384,-24.210622794101,-20.3903834083092,-24.1287131287605,-24.2013745054936,-22.1289605963901,-24.3047305565384,-22.8316309491739,-23.9916821054003,-9.50079131677126,-23.9983126568365,-24.2681362652478,-23.756502225251,-23.7835356984127,-24.2803343623447,-24.3047305565384,-24.2696264142496,-24.3047305565384,-24.3052272728723,-24.2442367873881,-24.2091326450993,-24.2116162267689,-24.159346824044,-24.2569316008188,-22.4940442321295,-24.2452302200559,-23.6307005430411,-18.2992773598124,-23.8466667465311,-20.3509695726421,-24.0461116125561,-24.3047305565384,-24.3047305565384,-24.2681362652478,-24.1100577193227,-24.1725383538087,-24.244733503722,-24.255938168151,-28.9394893720185,-24.0349069481271,-20.0592893080118,-24.255938168151,-24.3052272728723,-21.2731389935492,-24.2681362652478,-23.9954970038488,-19.9617791332599,-19.6577188261569,-21.6003441652344,-24.3047305565384,-17.1883612811727,-23.5625769769938,-22.3805348968454,-10.3566608393082,1,-24.0647423452727,-23.4924440783168,-24.2193438768604,-24.3047305565384,-24.2284079786553,-24.0614241631582,-24.0673738114478
"Arene Candide II",0.796606080024884,0.844901752078372,0.771216453163332,-31.5647962318732,0.869794662606001,0.574581427333154,0.771713169497255,0.611672434957636,0.644789711910734,0.868304513604233,0.776680332836484,0.843908319410527,0.892700707797938,0.760011788734325,0.854119551171688,-2.67435893696353,0.795612647357038,0.751260216460775,-0.935781748882614,0.760011788734325,-0.233111396098865,0.736737369917213,-13.5639510285015,0.671172771440132,0.796606080024884,0.691759879978279,0.71879335314003,0.784407982928031,0.760011788734325,0.795115931023115,0.760011788734325,0.759515072400402,0.820505557884667,0.855609700173457,0.829723356977982,0.905395521228714,0.807810744453891,-0.570698113143205,0.819512125216821,0.565958197768352,-17.5110782508186,0.781924401258417,-15.4729823359387,0.623373815720566,0.760011788734325,0.760011788734325,0.796606080024884,0.881496043368931,0.892203991464015,0.820008841550744,0.808804177121737,-26.5345844693195,0.634578480149573,-3.00545303726093,0.808804177121737,0.759515072400402,-1.79160335172352,0.796606080024884,0.883949135524388,-3.10296321201285,-3.40702351911581,-1.65956773358795,0.760011788734325,-5.87638106409999,0.210047464735813,-0.68420744842736,-14.2891091739487,-24.0647423452727,1,0.427701733044077,0.845398468412295,0.760011788734325,0.780280554958217,0.779102935477784,0.546057805169635
"Arene Candide I",0.22430781306896,0.272603485122449,0.198918186207409,-30.9924979649173,0.344301918701798,0.397540077373278,0.199414902541332,0.65220996740542,0.514553885002579,0.296006246648309,0.299979977319692,0.271610052454603,0.320402440842015,0.187713521778402,0.281821284215765,-2.10206067000761,0.270119903452835,0.291069572823238,-0.363483481926691,0.187713521778402,0.339186870857059,0.276546726279675,-12.9916527615455,0.494131421480256,0.22430781306896,0.473544312942108,0.444523974444666,0.212109715972107,0.187713521778402,0.222817664067192,0.187713521778402,0.187216805444479,0.248207290928743,0.283311433217533,0.280827851547919,0.333097254272791,0.235512477497968,-0.393656763183329,0.247213858260898,0.525420665320568,-16.9387799838627,0.45160121090386,-14.9006840689828,0.44633246576069,0.187713521778402,0.187713521778402,0.22430781306896,0.382386358994125,0.319905724508092,0.24771057459482,0.236505910165813,-25.9622862023636,0.457537130189697,-2.82841168730106,0.236505910165813,0.187216805444479,-1.21930508476759,0.22430781306896,0.496947074467968,-2.53066494505692,-2.83472525215988,-1.67769593717772,0.187713521778402,-6.20670425445454,0.145113738094323,-0.224016804789823,-13.7168109069928,-23.4924440783168,0.427701733044077,1,0.273100201456372,0.187713521778402,0.264036099661487,0.318912291840246,0.425070266868952
"Grotta Pollera",0.951207611612588,0.976100522140217,0.879012461699317,-31.7193977634609,0.788381713599414,0.729182958920859,0.9029119395591,0.457070903369931,0.612169151291559,0.952697760614357,0.622078801248779,0.928301566420651,0.952697760614357,0.91461332032203,0.844901752078372,-2.82896046855124,0.762992086737862,0.8356534634709,-1.09038328047032,0.91461332032203,-0.387712927686569,0.772338228539926,-13.7185525600892,0.778968779976116,0.951207611612588,0.537158348390575,0.564191821552325,0.939009514515736,0.91461332032203,0.87950917803324,0.91461332032203,0.890713842462247,0.951704327946511,0.916600185657721,0.797102796358807,0.940002947183581,0.915606752989875,-0.72529964473091,0.903905372226945,0.411356666180647,-17.6656797824063,0.627322869670712,-15.6275838675264,0.77797534730827,0.91461332032203,0.91461332032203,0.951207611612588,0.890713842462247,0.95319447694828,0.927804850086728,0.963405708709441,-26.6891860009072,0.742374488685558,-3.16005456884864,0.963405708709441,0.890713842462247,-1.94620488331122,0.951207611612588,0.776153126988404,-3.25756474360055,-3.56162505070351,-1.69218829420713,0.91461332032203,-6.03098259568769,0.294440711745938,-0.838808980015065,-14.4437107055364,-24.2193438768604,0.845398468412295,0.273100201456372,1,0.91461332032203,0.911479325020062,0.793287897910328,0.67725657523148
"Grande Rivoire",0.963405708709441,0.915110036655953,0.964399141377287,-31.8047844431389,0.702995033921444,0.790173444405123,0.98829861923707,0.371684223691961,0.673159636775823,0.891707275130093,0.536692121570809,0.916103469323798,0.867311080936387,1,0.905892237562637,-2.91434714822921,0.823982572222127,0.896643948955164,-1.17576996014829,1,-0.473099607364539,0.686951548861955,-13.8039392397671,0.693582100298146,0.963405708709441,0.451771668712604,0.478805141874355,0.975603805806294,1,0.96489585771121,1,0.976100522140217,0.939506230849658,0.904402088560868,0.882489476036777,0.854616267505611,0.952201044280434,-0.81068632440888,0.940499663517504,0.325969986502677,-17.7510664620843,0.541936189992742,-15.7129705472044,0.741381056017712,1,1,0.963405708709441,0.805327162784277,0.86780779727031,0.940002947183581,0.951207611612588,-26.7745726805852,0.730176391588705,-3.24544124852661,0.951207611612588,0.976100522140217,-2.03159156298919,0.963405708709441,0.690766447310434,-3.34295142327852,-3.64701173038148,-1.70438639130398,1,-6.11636927536566,0.257846420455379,-0.924195659693035,-14.5290973852144,-24.3047305565384,0.760011788734325,0.187713521778402,0.91461332032203,1,0.923677422116915,0.75669360661977,0.76264325490945
"Pont de Roque-Haute",0.960271713407474,0.935378802879845,0.911479325020062,-31.7284618652558,0.723263800145336,0.738247060715744,0.935378802879845,0.391952989915853,0.644636014612304,0.911976041353985,0.556960887794701,0.936372235547691,0.887579847160279,0.923677422116915,0.877368615399118,-2.83802457034612,0.795458950058607,0.924174138450838,-1.0994473822652,0.923677422116915,-0.396777029481455,0.76327412674504,-13.727616661884,0.713850866522038,0.960271713407474,0.52809424659569,0.55512771975744,0.948073616310621,0.923677422116915,0.911976041353985,0.923677422116915,0.923180705782992,0.959774997073551,0.924670854784761,0.829569659679552,0.874885033729503,0.948073616310621,-0.734363746525795,0.936372235547691,0.402292564385762,-17.6747438842012,0.562204956216634,-15.6366479693213,0.738247060715744,0.923677422116915,0.923677422116915,0.960271713407474,0.825595929008169,0.888076563494202,0.960271713407474,0.948073616310621,-26.6982501027021,0.750445157812597,-3.16911867064352,0.948073616310621,0.923180705782992,-1.95526898510611,0.960271713407474,0.767089025193519,-3.26662884539543,-3.5706891524984,-1.6280638134209,0.923677422116915,-6.09610050914177,0.334168998338464,-0.903926893469143,-14.4527748073313,-24.2284079786553,0.780280554958217,0.264036099661487,0.911479325020062,0.923677422116915,1,0.833016184502855,0.765777250211418
"Peiro Signado",0.793287897910328,0.817187375770111,0.767898271048777,-31.5614780497587,0.722086180664903,0.571263245218599,0.7683949873827,0.39077537043542,0.594666006744459,0.840590137295971,0.555783268314268,0.840590137295971,0.816193943102266,0.75669360661977,0.827398607531273,-2.67104075484898,0.745488942190763,0.860049657664606,-1.04457119008644,0.75669360661977,-0.285847025643502,0.860049657664606,-13.5606328463869,0.619062200938165,0.793287897910328,0.582970438774449,0.553950100277007,0.781089800813475,0.75669360661977,0.79179774890856,0.75669360661977,0.756196890285847,0.817187375770111,0.852291518058901,0.779599651811707,0.78009636814563,0.804492562339336,-0.56737993102865,0.816193943102266,0.569276379882907,-17.5077600687041,0.561027336736201,-15.4696641538241,0.62005563360601,0.75669360661977,0.75669360661977,0.793287897910328,0.707404501898435,0.840093420962049,0.816690659436188,0.805485995007181,-26.531266287205,0.631260298035018,-3.00213485514638,0.805485995007181,0.756196890285847,-1.78828516960896,0.793287897910328,0.821965217372278,-3.09964502989829,-3.40370533700125,-1.48547619211746,0.75669360661977,-6.0972781286222,0.430944529258029,-0.905104512949577,-14.2857909918342,-24.0614241631582,0.779102935477784,0.318912291840246,0.793287897910328,0.75669360661977,0.833016184502855,1,0.598793434714272
"La Farigoule 2",0.726048963618891,0.701156053091262,0.750445157812597,-31.5674276980483,0.489041050356753,0.948073616310621,0.77434463567238,0.552987157123318,0.85446257020718,0.677753291565402,0.322738138006119,0.702149485759108,0.653357097371697,0.76264325490945,0.691938253997947,-2.67699040313866,0.610028588657437,0.738743777049667,-0.938413215057739,0.76264325490945,-0.235742862273989,0.529051376956458,-13.5665824946766,0.874885033729503,0.726048963618891,0.293871496807107,0.320904969968858,0.738247060715744,0.76264325490945,0.75094187414652,0.76264325490945,0.762146538575527,0.725552247284968,0.690448104996178,0.668535492472087,0.640662283940921,0.738247060715744,-0.57332957931833,0.726545679952814,0.563326731593227,-17.5137097169937,0.327982206428052,-15.4756138021138,0.899281227923209,0.76264325490945,0.76264325490945,0.726048963618891,0.591373179219586,0.65385381370562,0.726048963618891,0.713850866522038,-26.5372159354946,0.911479325020062,-3.00808450343606,0.713850866522038,0.762146538575527,-1.79423481789864,0.726048963618891,0.532866275404936,-3.10559467818797,-3.40965498529093,-1.46702964621343,0.76264325490945,-6.33032325893035,0.495203165545929,-0.742892726261678,-14.2917406401238,-24.0673738114478,0.546057805169635,0.425070266868952,0.67725657523148,0.76264325490945,0.765777250211418,0.598793434714272,1
