"","Masseria Montevergine - Torre de Rubeis","Torre Sabea","Terragne","Sant'Anna di Oria","Le Macchie (Ripagnola Polignano a mare)","Spila Nakovana","Lokvica","Balsignano I","Balsignano II","Trasanello I","Trasanello II","Pulo di Molfetta Fondo Azzolini","Trasano","Susac Poje","Favella","Piana di Curinga","Scamuso I","Grotta San Michele Arcangelo I","Grotta San Michele Arcangelo II","Palata 1","Danilo-Bitinj","Pokrovnik","Umbro Bova Marina","Grotta Scaloria","Masseria Santa Tecchia","Masseria Candelaro II","Masseria Candelaro III","Krivače","Coppa Nevigata","Ex Palestra GIL","Durdeva greda","Barice Smilcic","Ripatetta","Masseria Acquasalsa","Rocchicella-Paliké","Marcianese","Villa Badessa (Cepegatti)","Colle Cera","Grotta dei Piccioni","Kargadur","Catignano","Rio Tana","Colle Santo Stefano","Grotta Sant'Angelo I","Grotta Sant'Angelo II","Villaggio Ortucchio","Portonovo","Grotta Continenza","Maddalena di Muccia","Piani di Calisti","Grotta dei Cocci","La Marmotta","La Lucciola","Fornace Cappuccini","Pienza","Savignano sul Panaro","Le Secche","Fiorano Modenese","Casa Querciolaia","Cala Giovanna","La Scola","Strette","Abri Albertini","Renaghju","Basi I","Su Carroppu","Rio Saboccu","Sa Punta","Arene Candide II","Arene Candide I","Grotta Pollera","Grande Rivoire","Pont de Roque-Haute","Peiro Signado","La Farigoule 2"
"Danilo-Bitinj",-0.436505316073981,-0.388209644020492,-0.461894942935532,-30.3316848357744,-0.176094641285983,-0.263273051769663,-0.461398226601609,0.1552161689435,-0.146259244140363,-0.364806882494632,-0.173611059616369,-0.389203076688338,-0.340410688300926,-0.473099607364539,-0.378991844927177,-1.63641709441431,-0.297082179586666,-0.369743556319704,-0.153981081438989,-0.473099607364539,1,-0.328212591204073,-12.3308396324026,-0.166681707662685,-0.436505316073981,0.075128723922856,0.0480952507611052,-0.448703413170834,-0.473099607364539,-0.437995465075749,-0.473099607364539,-0.473596323698462,-0.412605838214198,-0.377501695925408,-0.379985277595022,-0.327715874870151,-0.425300651644974,-0.128100551036435,-0.413599270882044,-0.0793386521631809,-16.2779668547197,-0.0150357973572812,-14.2398709398398,-0.214480663382251,-0.473099607364539,-0.473099607364539,-0.436505316073981,-0.278426770148816,-0.340907404634849,-0.413102554548121,-0.424307218977128,-25.3014730732206,-0.203275998953244,-2.56285547515416,-0.424307218977128,-0.473596323698462,-0.9537488726207,-0.436505316073981,-0.163866054674973,-1.86985181591398,-2.17391212301694,-2.09523316245459,-0.473099607364539,-5.99720185396684,-0.459645579389425,0.35634631850022,-13.0559977778498,-22.8316309491739,-0.233111396098865,0.339186870857059,-0.387712927686569,-0.473099607364539,-0.396777029481455,-0.285847025643502,-0.235742862273989
"Pokrovnik",0.723545840152514,0.771841512206003,0.698156213290963,-31.4917359920009,0.679720615104331,0.501521187460785,0.698652929624885,0.348409804874849,0.454715664409065,0.795244273731863,0.513417702753696,0.770848079538157,0.819640467925569,0.686951548861955,0.687448265195878,-2.60129869709116,0.605538599855368,0.790307599906791,-1.08693675564702,0.686951548861955,-0.328212591204073,1,-13.4908907886291,0.598112531567762,0.723545840152514,0.540604873213878,0.511584534716436,0.711347743055661,0.686951548861955,0.722055691150745,0.686951548861955,0.686454832528033,0.747445318012297,0.759146698775227,0.639649309476312,0.807939087162639,0.734750504581521,-0.497637873270836,0.746451885344451,0.639018437640722,-17.4380180109462,0.518661771175629,-15.3999220960663,0.550313575848196,0.686951548861955,0.686951548861955,0.723545840152514,0.735247220915444,0.795740990065786,0.746948601678374,0.735743937249367,-26.4615242294471,0.561518240277203,-2.93239279738856,0.735743937249367,0.686454832528033,-1.71854311185115,0.723545840152514,0.779599651811707,-3.02990297214048,-3.33396327924344,-1.51331891113447,0.686951548861955,-6.13964369418277,0.473310094818601,-0.947470078510148,-14.2160489340763,-23.9916821054003,0.736737369917213,0.276546726279675,0.772338228539926,0.686951548861955,0.76327412674504,0.860049657664606,0.529051376956458
"Umbro Bova Marina",-13.7673449484766,-13.7190492764231,-13.7927345753381,-27.0485849868638,-13.5069342736886,-13.5941126841723,-13.7922378590042,-13.1756234634591,-13.477098876543,-13.6956465148972,-13.3406313613379,-13.7200427090909,-13.6712503207035,-13.8039392397671,-13.7098314773298,-9.88959209153792,-13.6279218119893,-13.7005831887223,-11.6281692796188,-13.8039392397671,-12.3308396324026,-13.4908907886291,1,-13.4975213400653,-13.7673449484766,-13.2557109084797,-13.2827443816415,-13.7795430455734,-13.8039392397671,-13.7688350974783,-13.8039392397671,-13.8044359561011,-13.7434454706168,-13.708341328328,-13.7108249099976,-13.6585555072727,-13.7561402840476,-11.9932529153582,-13.7444389032846,-13.1299092262698,-11.9753459153516,-13.3458754297599,-11.6554966262051,-13.5453202957848,-13.8039392397671,-13.8039392397671,-13.7673449484766,-13.6092664025514,-13.6717470370374,-13.7439421869507,-13.7551468513797,-22.6155579275577,-13.5341156313558,-10.0220256809209,-13.7551468513797,-13.8044359561011,-10.7723476767779,-13.7673449484766,-13.4947056870776,-9.46098781648861,-9.15692750938565,-11.0995528484631,-13.8039392397671,-10.9234698005821,-13.0617856602225,-11.8797435800741,-7.70365722156447,-9.50079131677126,-13.5639510285015,-12.9916527615455,-13.7185525600892,-13.8039392397671,-13.727616661884,-13.5606328463869,-13.5665824946766
"Grotta Scaloria",0.730176391588705,0.778472063642193,0.704786764727153,-31.498366543437,0.61415601662725,0.903408655893023,0.705283481061076,0.678102123393815,0.833200371315442,0.778472063642193,0.447853104276616,0.754075869448488,0.778472063642193,0.693582100298146,0.670676055106209,-2.60792924852735,0.588766389765699,0.661427766498736,-0.869352060446435,0.693582100298146,-0.166681707662685,0.598112531567762,-13.4975213400653,1,0.730176391588705,0.362932651418411,0.389966124580162,0.717978294491852,0.693582100298146,0.705283481061076,0.693582100298146,0.693085383964223,0.754075869448488,0.742374488685558,0.622877099386643,0.765777250211418,0.741381056017712,-0.504268424707026,0.729679675254782,0.632387886204531,-17.4446485623824,0.453097172698548,-15.4065526475025,0.952201044280434,0.693582100298146,0.693582100298146,0.730176391588705,0.693085383964223,0.778968779976116,0.753579153114565,0.742374488685558,-26.4681547808833,0.963405708709441,-2.93902334882475,0.742374488685558,0.693085383964223,-1.72517366328734,0.730176391588705,0.60192743001624,-3.03653352357667,-3.34059383067963,-1.47115707418324,0.693582100298146,-6.20520829265986,0.515471931769822,-0.617777759991181,-14.2226794855125,-23.9983126568365,0.671172771440132,0.494131421480256,0.778968779976116,0.693582100298146,0.713850866522038,0.619062200938165,0.874885033729503
"Masseria Santa Tecchia",1,0.951704327946511,0.927804850086728,-31.7681901518483,0.739589325212002,0.77797534730827,0.951704327946511,0.40827851498252,0.66096153967897,0.928301566420651,0.573286412861368,0.952697760614357,0.903905372226945,0.963405708709441,0.893694140465784,-2.87775285693865,0.811784475125274,0.884445851858311,-1.13917566885773,0.963405708709441,-0.436505316073981,0.723545840152514,-13.7673449484766,0.730176391588705,1,0.488365960003163,0.515399433164914,0.987801902903147,0.963405708709441,0.928301566420651,0.963405708709441,0.939506230849658,0.976100522140217,0.940996379851427,0.845895184746218,0.89121055879617,0.964399141377287,-0.774092033118321,0.952697760614357,0.362564277793236,-17.7144721707937,0.5785304812833,-15.6763762559138,0.77797534730827,0.963405708709441,0.963405708709441,1,0.841921454074835,0.904402088560868,0.97659723847414,0.987801902903147,-26.7379783892946,0.766770682879263,-3.20884695723605,0.987801902903147,0.939506230849658,-1.99499727169863,1,0.727360738600992,-3.30635713198796,-3.61041743909092,-1.66779210001342,0.963405708709441,-6.0797749840751,0.294440711745938,-0.887601368402477,-14.4925030939238,-24.2681362652478,0.796606080024884,0.22430781306896,0.951207611612588,0.963405708709441,0.960271713407474,0.793287897910328,0.726048963618891
"Masseria Candelaro II",0.488365960003163,0.536661632056652,0.462976333141612,-31.2565561118515,0.748776634791161,0.266341307311434,0.463473049475534,0.661427766498736,0.383355114940734,0.560064393582512,0.704454693409055,0.535668199388806,0.584460587776218,0.451771668712604,0.545879431149968,-2.36611881694181,0.627789096490478,0.55512771975744,-0.627541628860893,0.451771668712604,0.075128723922856,0.540604873213878,-13.2557109084797,0.362932651418411,0.488365960003163,1,0.924174138450838,0.47616786290631,0.451771668712604,0.486875811001395,0.451771668712604,0.451274952378682,0.512265437862946,0.547369580151736,0.544885998482122,0.597155401206994,0.49957062443217,-0.262457993121485,0.5112720051951,0.394221895258723,-17.2028381307969,0.861043090332451,-15.164742215917,0.315133695698845,0.451771668712604,0.451771668712604,0.488365960003163,0.646444505928328,0.583963871442295,0.511768721529023,0.500564057100016,-26.2263443492978,0.326338360127852,-2.69721291723921,0.500564057100016,0.451274952378682,-1.4833632317018,0.488365960003163,0.761005221402171,-2.79472309199112,-3.09878339909409,-1.66847813808441,0.451771668712604,-5.68024856739665,0.0139149680324784,-0.488074951724025,-13.980869053927,-23.756502225251,0.691759879978279,0.473544312942108,0.537158348390575,0.451771668712604,0.52809424659569,0.582970438774449,0.293871496807107
"Masseria Candelaro III",0.515399433164914,0.563695105218402,0.490009806303362,-31.2835895850133,0.729004584901191,0.293374780473184,0.490506522637285,0.641655716608767,0.410388588102485,0.587097866744263,0.684682643519086,0.562701672550557,0.611494060937968,0.478805141874355,0.572912904311718,-2.39315229010356,0.654822569652228,0.526107381259998,-0.654575102022644,0.478805141874355,0.0480952507611052,0.511584534716436,-13.2827443816415,0.389966124580162,0.515399433164914,0.924174138450838,1,0.503201336068061,0.478805141874355,0.513909284163145,0.478805141874355,0.478308425540432,0.539298911024697,0.574403053313487,0.571919471643872,0.624188874368744,0.526604097593921,-0.289491466283236,0.538305478356851,0.365201556761281,-17.2298716039586,0.936868951881614,-15.1917756890787,0.342167168860596,0.478805141874355,0.478805141874355,0.515399433164914,0.673477979090079,0.610997344604046,0.538802194690774,0.527597530261767,-26.2533778224595,0.353371833289603,-2.72424639040096,0.527597530261767,0.478308425540432,-1.51039670486355,0.515399433164914,0.731984882904729,-2.82175656515288,-3.12581687225584,-1.74430399963357,0.478805141874355,-5.65122822889921,-0.0151053704649637,-0.459054613226583,-14.0079025270887,-23.7835356984127,0.71879335314003,0.444523974444666,0.564191821552325,0.478805141874355,0.55512771975744,0.553950100277007,0.320904969968858
"Krivače",0.987801902903147,0.939506230849658,0.940002947183581,-31.7803882489452,0.727391228115149,0.790173444405123,0.963902425043364,0.396080417885667,0.673159636775823,0.916103469323798,0.561088315764515,0.940499663517504,0.891707275130093,0.975603805806294,0.905892237562637,-2.8899509540355,0.823982572222127,0.896643948955164,-1.15137376595458,0.975603805806294,-0.448703413170834,0.711347743055661,-13.7795430455734,0.717978294491852,0.987801902903147,0.47616786290631,0.503201336068061,1,0.975603805806294,0.940499663517504,0.975603805806294,0.951704327946511,0.963902425043364,0.928798282754574,0.858093281843071,0.879012461699317,0.97659723847414,-0.786290130215174,0.96489585771121,0.350366180696383,-17.7266702678906,0.566332384186447,-15.6885743530107,0.765777250211418,0.975603805806294,0.975603805806294,0.987801902903147,0.829723356977982,0.892203991464015,0.964399141377287,0.975603805806294,-26.7501764863915,0.75457258578241,-3.2210450543329,0.975603805806294,0.951704327946511,-2.00719536879549,0.987801902903147,0.715162641504139,-3.31855522908481,-3.62261553618778,-1.67999019711028,0.975603805806294,-6.09197308117196,0.282242614649085,-0.89979946549933,-14.5047011910207,-24.2803343623447,0.784407982928031,0.212109715972107,0.939009514515736,0.975603805806294,0.948073616310621,0.781089800813475,0.738247060715744
"Coppa Nevigata",0.963405708709441,0.915110036655953,0.964399141377287,-31.8047844431389,0.702995033921444,0.790173444405123,0.98829861923707,0.371684223691961,0.673159636775823,0.891707275130093,0.536692121570809,0.916103469323798,0.867311080936387,1,0.905892237562637,-2.91434714822921,0.823982572222127,0.896643948955164,-1.17576996014829,1,-0.473099607364539,0.686951548861955,-13.8039392397671,0.693582100298146,0.963405708709441,0.451771668712604,0.478805141874355,0.975603805806294,1,0.96489585771121,1,0.976100522140217,0.939506230849658,0.904402088560868,0.882489476036777,0.854616267505611,0.952201044280434,-0.81068632440888,0.940499663517504,0.325969986502677,-17.7510664620843,0.541936189992742,-15.7129705472044,0.741381056017712,1,1,0.963405708709441,0.805327162784277,0.86780779727031,0.940002947183581,0.951207611612588,-26.7745726805852,0.730176391588705,-3.24544124852661,0.951207611612588,0.976100522140217,-2.03159156298919,0.963405708709441,0.690766447310434,-3.34295142327852,-3.64701173038148,-1.70438639130398,1,-6.11636927536566,0.257846420455379,-0.924195659693035,-14.5290973852144,-24.3047305565384,0.760011788734325,0.187713521778402,0.91461332032203,1,0.923677422116915,0.75669360661977,0.76264325490945
"Ex Palestra GIL",0.928301566420651,0.903408655893023,0.976100522140217,-31.7696803008501,0.738099176210234,0.755069302116333,0.97659723847414,0.406788365980751,0.708263779064613,0.926811417418883,0.571796263859599,0.951207611612588,0.902415223225177,0.96489585771121,0.940996379851427,-2.87924300594042,0.859086714510917,0.931748091243954,-1.1406658178595,0.96489585771121,-0.437995465075749,0.722055691150745,-13.7688350974783,0.705283481061076,0.928301566420651,0.486875811001395,0.513909284163145,0.940499663517504,0.96489585771121,1,0.96489585771121,0.964399141377287,0.927804850086728,0.939506230849658,0.917593618325567,0.866317648268541,0.963902425043364,-0.77558218212009,0.975603805806294,0.361074128791467,-17.7159623197955,0.577040332281532,-15.6778664049156,0.706276913728922,0.96489585771121,0.96489585771121,0.928301566420651,0.793625782021347,0.9029119395591,0.951704327946511,0.916103469323798,-26.7394685382964,0.741877772351635,-3.21033710623782,0.916103469323798,0.964399141377287,-1.9964874207004,0.928301566420651,0.725870589599224,-3.30784728098973,-3.61190758809269,-1.66928224901519,0.96489585771121,-6.08126513307687,0.292950562744169,-0.889091517404245,-14.4939932429256,-24.2696264142496,0.795115931023115,0.222817664067192,0.87950917803324,0.96489585771121,0.911976041353985,0.79179774890856,0.75094187414652
"Durdeva greda",0.963405708709441,0.915110036655953,0.964399141377287,-31.8047844431389,0.702995033921444,0.790173444405123,0.98829861923707,0.371684223691961,0.673159636775823,0.891707275130093,0.536692121570809,0.916103469323798,0.867311080936387,1,0.905892237562637,-2.91434714822921,0.823982572222127,0.896643948955164,-1.17576996014829,1,-0.473099607364539,0.686951548861955,-13.8039392397671,0.693582100298146,0.963405708709441,0.451771668712604,0.478805141874355,0.975603805806294,1,0.96489585771121,1,0.976100522140217,0.939506230849658,0.904402088560868,0.882489476036777,0.854616267505611,0.952201044280434,-0.81068632440888,0.940499663517504,0.325969986502677,-17.7510664620843,0.541936189992742,-15.7129705472044,0.741381056017712,1,1,0.963405708709441,0.805327162784277,0.86780779727031,0.940002947183581,0.951207611612588,-26.7745726805852,0.730176391588705,-3.24544124852661,0.951207611612588,0.976100522140217,-2.03159156298919,0.963405708709441,0.690766447310434,-3.34295142327852,-3.64701173038148,-1.70438639130398,1,-6.11636927536566,0.257846420455379,-0.924195659693035,-14.5290973852144,-24.3047305565384,0.760011788734325,0.187713521778402,0.91461332032203,1,0.923677422116915,0.75669360661977,0.76264325490945
"Barice Smilcic",0.939506230849658,0.91461332032203,0.98829861923707,-31.8052811594728,0.702498317587521,0.76627396654534,0.987801902903147,0.371187507358038,0.6726629204419,0.89121055879617,0.536195405236886,0.915606752989875,0.866814364602464,0.976100522140217,0.905395521228714,-2.91484386456313,0.823485855888204,0.896147232621241,-1.17626667648221,0.976100522140217,-0.473596323698462,0.686454832528033,-13.8044359561011,0.693085383964223,0.939506230849658,0.451274952378682,0.478308425540432,0.951704327946511,0.976100522140217,0.964399141377287,0.976100522140217,1,0.939009514515736,0.903905372226945,0.90638895389656,0.854119551171688,0.951704327946511,-0.811183040742803,0.940002947183581,0.325473270168754,-17.7515631784182,0.541439473658819,-15.7134672635383,0.717481578157929,0.976100522140217,0.976100522140217,0.939506230849658,0.804830446450354,0.867311080936387,0.939506230849658,0.927308133752806,-26.7750693969191,0.729679675254782,-3.24593796486053,0.927308133752806,1,-2.03208827932312,0.939506230849658,0.690269730976511,-3.34344813961244,-3.6475084467154,-1.7048831076379,0.976100522140217,-6.11686599169959,0.257349704121456,-0.924692376026958,-14.5295941015483,-24.3052272728723,0.759515072400402,0.187216805444479,0.890713842462247,0.976100522140217,0.923180705782992,0.756196890285847,0.762146538575527
"Ripatetta",0.976100522140217,0.975603805806294,0.927308133752806,-31.7442906739886,0.763488803071785,0.754075869448488,0.951207611612588,0.432177992842303,0.660464823345047,0.952201044280434,0.59718589072115,0.97659723847414,0.927804850086728,0.939506230849658,0.893197424131861,-2.85385337907887,0.811287758791351,0.883949135524388,-1.11527619099795,0.939506230849658,-0.412605838214198,0.747445318012297,-13.7434454706168,0.754075869448488,0.976100522140217,0.512265437862946,0.539298911024697,0.963902425043364,0.939506230849658,0.927804850086728,0.939506230849658,0.939009514515736,1,0.96489585771121,0.845398468412295,0.915110036655953,0.963902425043364,-0.750192555258538,0.952201044280434,0.386463755653019,-17.6905726929339,0.602429959143083,-15.652476778054,0.778472063642193,0.939506230849658,0.939506230849658,0.976100522140217,0.865820931934618,0.928301566420651,0.976100522140217,0.98829861923707,-26.7140789114348,0.790670160739046,-3.18494747937627,0.98829861923707,0.939009514515736,-1.97109779383885,0.976100522140217,0.751260216460775,-3.28245765412818,-3.58651796123114,-1.64389262215364,0.939506230849658,-6.05587550621532,0.318340189605721,-0.863701890542694,-14.468603616064,-24.2442367873881,0.820505557884667,0.248207290928743,0.951704327946511,0.939506230849658,0.959774997073551,0.817187375770111,0.725552247284968
"Masseria Acquasalsa",0.940996379851427,0.940499663517504,0.915606752989875,-31.7091865316998,0.798592945360575,0.718971727159697,0.916103469323798,0.467282135131093,0.695568965633838,0.963902425043364,0.632290033009941,0.98829861923707,0.939506230849658,0.904402088560868,0.928301566420651,-2.81874923679008,0.846391901080141,0.895650516287319,-1.08017204870916,0.904402088560868,-0.377501695925408,0.759146698775227,-13.708341328328,0.742374488685558,0.940996379851427,0.547369580151736,0.574403053313487,0.928798282754574,0.904402088560868,0.939506230849658,0.904402088560868,0.903905372226945,0.96489585771121,1,0.880502610701085,0.903408655893023,0.952201044280434,-0.715088412969749,0.963902425043364,0.421567897941809,-17.6554685506451,0.637534101431873,-15.6173726357652,0.743367921353403,0.904402088560868,0.904402088560868,0.940996379851427,0.830716789645828,0.963405708709441,0.964399141377287,0.95319447694828,-26.6789747691461,0.778968779976116,-3.14984333708747,0.95319447694828,0.903905372226945,-1.93599365155006,0.940996379851427,0.786364358749565,-3.24735351183939,-3.55141381894235,-1.60878847986485,0.904402088560868,-6.02077136392653,0.330041570368651,-0.828597748253904,-14.4334994737753,-24.2091326450993,0.855609700173457,0.283311433217533,0.916600185657721,0.904402088560868,0.924670854784761,0.852291518058901,0.690448104996178
"Rocchicella-Paliké",0.845895184746218,0.82100227421859,0.91809033465949,-31.7116701133694,0.796109363690961,0.6726629204419,0.894190856799707,0.464798553461478,0.76627396654534,0.84440503574445,0.629806451340326,0.868801229938155,0.820008841550744,0.882489476036777,0.952201044280434,-2.82123281845969,0.917096901991644,0.849341709569521,-1.08265563037877,0.882489476036777,-0.379985277595022,0.639649309476312,-13.7108249099976,0.622877099386643,0.845895184746218,0.544885998482122,0.571919471643872,0.858093281843071,0.882489476036777,0.917593618325567,0.882489476036777,0.90638895389656,0.845398468412295,0.880502610701085,1,0.783911266594108,0.881496043368931,-0.717571994639363,0.893197424131861,0.395681554746334,-17.6579521323148,0.635050519762259,-15.6198562174349,0.623870532054489,0.882489476036777,0.882489476036777,0.845895184746218,0.711219400346914,0.843908319410527,0.869297946272078,0.833697087649365,-26.6814583508157,0.659471390677202,-3.15232691875709,0.833697087649365,0.90638895389656,-1.93847723321968,0.845895184746218,0.713672492502371,-3.249837093509,-3.55389740061196,-1.61127206153446,0.882489476036777,-6.02325494559615,0.210544181069736,-0.831081329923518,-14.4359830554449,-24.2116162267689,0.829723356977982,0.280827851547919,0.797102796358807,0.882489476036777,0.829569659679552,0.779599651811707,0.668535492472087
"Marcianese",0.89121055879617,0.939506230849658,0.865820931934618,-31.6594007106445,0.823982572222127,0.66918590610444,0.866317648268541,0.51706795618635,0.59897762152686,0.939506230849658,0.682075854065198,0.915110036655953,0.963902425043364,0.854616267505611,0.831710222313674,-2.76896341573482,0.749800556973164,0.822461933706201,-1.0303862276539,0.854616267505611,-0.327715874870151,0.807939087162639,-13.6585555072727,0.765777250211418,0.89121055879617,0.597155401206994,0.624188874368744,0.879012461699317,0.854616267505611,0.866317648268541,0.854616267505611,0.854119551171688,0.915110036655953,0.903408655893023,0.783911266594108,1,0.902415223225177,-0.665302591914491,0.890713842462247,0.471353718997066,-17.6056827295899,0.687319922487131,-15.56758681471,0.717978294491852,0.854616267505611,0.854616267505611,0.89121055879617,0.927308133752806,0.940002947183581,0.91461332032203,0.903408655893023,-26.6291889480908,0.729182958920859,-3.10005751603222,0.903408655893023,0.854119551171688,-1.8862078304948,0.89121055879617,0.836150179804823,-3.19756769078413,-3.50162799788709,-1.70537982397183,0.854616267505611,-5.97098554287127,0.281249181981239,-0.778811927198646,-14.38371365272,-24.159346824044,0.905395521228714,0.333097254272791,0.940002947183581,0.854616267505611,0.874885033729503,0.78009636814563,0.640662283940921
"Villa Badessa (Cepegatti)",0.964399141377287,0.939506230849658,0.963405708709441,-31.7569854874193,0.750793989641009,0.766770682879263,0.963902425043364,0.419483179411527,0.696562398301683,0.939506230849658,0.584491077290375,0.963902425043364,0.915110036655953,0.952201044280434,0.929294999088497,-2.86654819250964,0.847385333747987,0.920046710481024,-1.12797100442872,0.952201044280434,-0.425300651644974,0.734750504581521,-13.7561402840476,0.741381056017712,0.964399141377287,0.49957062443217,0.526604097593921,0.97659723847414,0.952201044280434,0.963902425043364,0.952201044280434,0.951704327946511,0.963902425043364,0.952201044280434,0.881496043368931,0.902415223225177,1,-0.762887368689314,0.98829861923707,0.373768942222243,-17.7032675063647,0.589735145712308,-15.6651715914848,0.742374488685558,0.952201044280434,0.952201044280434,0.964399141377287,0.829723356977982,0.915606752989875,0.987801902903147,0.952201044280434,-26.7267737248656,0.77797534730827,-3.19764229280704,0.952201044280434,0.951704327946511,-1.98379260726963,0.964399141377287,0.73856540303,-3.29515246755895,-3.59921277466192,-1.65658743558442,0.952201044280434,-6.0685703196461,0.305645376174945,-0.876396703973469,-14.4812984294948,-24.2569316008188,0.807810744453891,0.235512477497968,0.915606752989875,0.952201044280434,0.948073616310621,0.804492562339336,0.738247060715744
"Colle Cera",-0.774092033118321,-0.725796361064833,-0.799481659979873,-29.99409811873,-0.513681358330324,-0.600859768814004,-0.79898494364595,-0.182370548100841,-0.483845961184703,-0.702393599538973,-0.347378445979689,-0.726789793732679,-0.677997405345267,-0.81068632440888,-0.716578561971517,-2.12830097995597,-0.634668896631007,-0.707330273364045,0.41070111762382,-0.81068632440888,-0.128100551036435,-0.497637873270836,-11.9932529153582,-0.504268424707026,-0.774092033118321,-0.262457993121485,-0.289491466283236,-0.786290130215174,-0.81068632440888,-0.77558218212009,-0.81068632440888,-0.811183040742803,-0.750192555258538,-0.715088412969749,-0.717571994639363,-0.665302591914491,-0.762887368689314,1,-0.751185987926384,-0.248763934229943,-15.9403801376754,-0.352622514401622,-13.9022842227955,-0.552067380426592,-0.81068632440888,-0.81068632440888,-0.774092033118321,-0.616013487193157,-0.67849412167919,-0.750689271592461,-0.761893936021468,-24.9638863561763,-0.540862715997585,-1.43475492411773,-0.761893936021468,-0.811183040742803,-0.440470986323664,-0.774092033118321,-0.501452771719314,-1.53226509886964,-1.8363254059726,-1.79660321400415,-0.81068632440888,-5.79354475791287,-0.629070861456188,-0.467518332700035,-12.8891844201614,-22.4940442321295,-0.570698113143205,-0.393656763183329,-0.72529964473091,-0.81068632440888,-0.734363746525795,-0.56737993102865,-0.57332957931833
"Grotta dei Piccioni",0.952697760614357,0.927804850086728,0.951704327946511,-31.7452841066564,0.762495370403939,0.755069302116333,0.952201044280434,0.431184560174457,0.708263779064613,0.951207611612588,0.596192458053305,0.975603805806294,0.926811417418883,0.940499663517504,0.940996379851427,-2.85484681174671,0.859086714510917,0.931748091243954,-1.11626962366579,0.940499663517504,-0.413599270882044,0.746451885344451,-13.7444389032846,0.729679675254782,0.952697760614357,0.5112720051951,0.538305478356851,0.96489585771121,0.940499663517504,0.975603805806294,0.940499663517504,0.940002947183581,0.952201044280434,0.963902425043364,0.893197424131861,0.890713842462247,0.98829861923707,-0.751185987926384,1,0.385470322985173,-17.6915661256018,0.601436526475238,-15.6534702107219,0.730673107922628,0.940499663517504,0.940499663517504,0.952697760614357,0.818021976215052,0.927308133752806,0.976100522140217,0.940499663517504,-26.7150723441027,0.76627396654534,-3.18594091204411,0.940499663517504,0.940002947183581,-1.9720912265067,0.952697760614357,0.75026678379293,-3.28345108679602,-3.58751139389899,-1.64488605482149,0.940499663517504,-6.05686893888317,0.317346756937875,-0.864695323210539,-14.4695970487319,-24.2452302200559,0.819512125216821,0.247213858260898,0.903905372226945,0.940499663517504,0.936372235547691,0.816193943102266,0.726545679952814
"Kargadur",0.362564277793236,0.410859949846725,0.337174650931684,-31.1307544296416,0.435752860374353,0.535796542097554,0.337671367265607,0.597283743915741,0.606004826675134,0.434262711372585,0.367034724798542,0.409866517178879,0.45865890556629,0.325969986502677,0.42007774894004,-2.24031713473188,0.36157084512539,0.429326037547513,-0.838062816606123,0.325969986502677,-0.0793386521631809,0.639018437640722,-13.1299092262698,0.632387886204531,0.362564277793236,0.394221895258723,0.365201556761281,0.350366180696383,0.325969986502677,0.361074128791467,0.325969986502677,0.325473270168754,0.386463755653019,0.421567897941809,0.395681554746334,0.471353718997066,0.373768942222243,-0.248763934229943,0.385470322985173,1,-17.077036448587,0.372278793220474,-15.038940533707,0.584588930484965,0.325969986502677,0.325969986502677,0.362564277793236,0.471850435330989,0.458162189232368,0.385967039319096,0.374762374890089,-26.2126502904063,0.595793594913973,-2.57141123502928,0.374762374890089,0.325473270168754,-1.35756154949187,0.362564277793236,0.586411150804832,-2.6689214097812,-2.97298171688416,-1.24992212555001,0.325969986502677,-6.28602667213793,0.619693072773756,-0.698596139469255,-13.8550673717171,-23.6307005430411,0.565958197768352,0.525420665320568,0.411356666180647,0.325969986502677,0.402292564385762,0.569276379882907,0.563326731593227
"Catignano",-17.7144721707937,-17.6661764987402,-17.7398617976553,-32.0494527583907,-17.4540614960057,-17.5412399064894,-17.7393650813214,-17.1227506857762,-17.4242260988601,-17.6427737372144,-17.2877585836551,-17.6671699314081,-17.6183775430207,-17.7510664620843,-17.6569586996469,-13.8367193138551,-17.5750490343064,-17.6477104110394,-15.575296501936,-17.7510664620843,-16.2779668547197,-17.4380180109462,-11.9753459153516,-17.4446485623824,-17.7144721707937,-17.2028381307969,-17.2298716039586,-17.7266702678906,-17.7510664620843,-17.7159623197955,-17.7510664620843,-17.7515631784182,-17.6905726929339,-17.6554685506451,-17.6579521323148,-17.6056827295899,-17.7032675063647,-15.9403801376754,-17.6915661256018,-17.077036448587,1,-17.293002652077,-13.167437681958,-17.492447518102,-17.7510664620843,-17.7510664620843,-17.7144721707937,-17.5563936248686,-17.6188742593546,-17.6910694092679,-17.7022740736969,-11.7230577880076,-17.481242853673,-13.5056252135577,-17.7022740736969,-17.7515631784182,-14.7194748990951,-17.7144721707937,-17.4418329093947,-13.4081150388058,-13.1040547317028,-15.0466800707803,-17.7510664620843,-18.9660802899248,-17.0089128825397,-15.8268708023912,-11.7936985409467,-18.2992773598124,-17.5110782508186,-16.9387799838627,-17.6656797824063,-17.7510664620843,-17.6747438842012,-17.5077600687041,-17.5137097169937
